prev	curr	type	n
History	United_States	other	1523
Chemistry	Main_Page	link	1725
Biology	World_War_II	other	1932
other-search	World_War_II	other	1290
Wikipedia	English_language	link	1377
Literature	Geography	external	1097
Sports	Music	other	1057
History	Biology	external	1218
Literature	Physics	other	2215
Wikipedia	History	other	1409
Wikipedia	Sports	other	1771
Mathematics	Art	other	1343
English_language	Geography	other	1546
Earth	Physics	link	1612
Literature	History	link	1363
English_language	Wikipedia	other	1073
Art	United_States	other	1500
English_language	History	external	1199
Technology	Technology	link	1940
Wikipedia	United_States	other	1037
Earth	History	link	1242
other-external	Chemistry	other	1110
Biology	World_War_II	other	1043
other-empty	Wikipedia	link	1330
World_War_II	Main_Page	external	1520
Religion	History	external	616
English_language	Religion	external	1936
Chemistry	Art	other	922
other-search	Science	link	2478
Physics	Chemistry	other	1387
Wikipedia	Philosophy	link	3054
Geography	Earth	external	564
Philosophy	Chemistry	other	405
other-external	Chemistry	other	1456
Mathematics	Biology	link	1804
History	Main_Page	link	1181
other-search	United_States	external	2681
History	United_States	external	1600
History	Chemistry	link	802
Literature	Science	link	1019
Biology	Music	external	673
Sports	Sports	external	44
Main_Page	Religion	external	57
United_States	Mathematics	link	47
Music	Sports	external	40
Science	Technology	link	63
Geography	Physics	other	38
Main_Page	Main_Page	external	45
Physics	Literature	link	49
Geography	Music	external	54
World_War_II	Wikipedia	other	54
Physics	Art	other	54
Physics	Wikipedia	other	56
History	History	link	63
Mathematics	Religion	other	48
Mathematics	Earth	external	41
Geography	Geography	external	48
Religion	Biology	link	67
Chemistry	History	external	37
other-empty	Music	external	62
Literature	Main_Page	external	57
Philosophy	United_States	other	48
Science	Technology	link	43
English_language	Main_Page	link	59
Chemistry	Philosophy	link	50
other-search	Music	link	41
other-internal	Geography	other	51
Earth	World_War_II	external	43
Geography	World_War_II	other	42
Chemistry	History	other	69
other-internal	Main_Page	external	51
Science	Main_Page	link	46
other-external	World_War_II	other	53
Geography	Literature	other	61
United_States	Music	external	40
Music	History	external	46
Wikipedia	Sports	other	52
Literature	Chemistry	other	46
other-internal	Geography	link	52
Philosophy	Philosophy	other	57
Art	History	other	40
Physics	World_War_II	link	35
Music	English_language	other	61
Biology	Philosophy	other	52
Physics	Technology	external	59
Earth	Art	other	57
other-empty	Earth	other	43
Chemistry	Literature	link	46
other-empty	Mathematics	other	44
Science	Literature	external	64
Biology	Earth	external	55
Philosophy	Sports	other	64
History	Wikipedia	link	68
Art	Literature	link	72
United_States	History	link	36
Biology	Philosophy	external	40
English_language	United_States	external	44
Philosophy	Sports	external	41
Music	Technology	external	49
other-internal	Philosophy	external	36
Technology	Mathematics	external	42
United_States	Earth	link	39
other-empty	Religion	other	58
Chemistry	Literature	link	52
Literature	Physics	other	33
Sports	United_States	link	76
Main_Page	Sports	link	36
Main_Page	Mathematics	external	66
other-search	Physics	other	57
World_War_II	World_War_II	other	51
Chemistry	Biology	link	44
Biology	World_War_II	other	50
Chemistry	Wikipedia	link	49
Wikipedia	Technology	other	46
Art	Main_Page	link	64
History	United_States	other	41
Mathematics	Literature	external	51
Main_Page	Earth	external	63
Sports	History	link	54
Science	Earth	external	61
other-search	English_language	other	49
Sports	Sports	external	44
Earth	Literature	external	65
World_War_II	Science	link	63
Literature	Chemistry	link	46
Sports	Technology	other	45
other-search	Main_Page	external	54
Geography	Wikipedia	external	42
other-internal	Science	external	47
History	Philosophy	other	48
Main_Page	English_language	link	30
Literature	Literature	external	53
Philosophy	Technology	link	46
other-internal	Technology	external	59
Geography	Chemistry	link	47
United_States	Music	external	45
Wikipedia	Sports	link	54
World_War_II	World_War_II	other	50
other-search	History	link	45
other-empty	United_States	link	48
Music	Religion	other	43
Wikipedia	Chemistry	other	64
History	Literature	external	44
other-external	Chemistry	link	42
Earth	Technology	other	49
Technology	Religion	external	50
Biology	Wikipedia	external	46
Chemistry	Technology	link	41
English_language	Mathematics	other	48
Art	Sports	other	52
Mathematics	Chemistry	other	57
Mathematics	History	link	52
Main_Page	English_language	other	59
Mathematics	Art	external	52
Music	Technology	link	54
World_War_II	Main_Page	other	36
Music	Technology	external	46
Chemistry	English_language	link	66
Wikipedia	History	link	54
History	Sports	external	51
Science	Religion	link	49
Wikipedia	Earth	external	49
Main_Page	Sports	external	35
Technology	Technology	other	42
English_language	Chemistry	link	50
Science	History	link	51
Mathematics	Wikipedia	other	58
Art	Main_Page	link	51
other-external	Geography	link	57
Art	Chemistry	link	40
Biology	Religion	other	52
History	Wikipedia	external	40
Literature	Earth	external	52
Art	Physics	external	54
other-internal	Religion	other	57
other-internal	Philosophy	other	36
Geography	English_language	link	45
Science	Religion	external	58
Philosophy	Geography	external	76
Earth	English_language	external	37
World_War_II	English_language	other	52
Technology	Art	other	43
Literature	Sports	link	61
Wikipedia	United_States	link	43
Main_Page	Art	link	46
World_War_II	Physics	link	54
other-search	English_language	external	42
other-search	Technology	link	41
Literature	Technology	link	47
Biology	Main_Page	other	43
Philosophy	Music	other	49
Main_Page	Philosophy	external	56
World_War_II	English_language	other	51
Main_Page	Geography	link	47
English_language	Mathematics	external	44
Technology	Biology	other	55
Philosophy	Religion	external	49
other-internal	Technology	link	46
Main_Page	English_language	link	40
other-internal	Physics	external	59
Main_Page	Main_Page	other	47
Physics	Science	link	55
Earth	Geography	other	54
Technology	Art	other	69
Chemistry	United_States	other	41
United_States	Literature	link	38
Geography	Sports	other	48
other-search	Main_Page	other	39
English_language	Main_Page	external	49
Philosophy	World_War_II	other	45
Physics	Music	other	61
Science	Science	external	42
Main_Page	Main_Page	link	35
Geography	Religion	other	80
World_War_II	Philosophy	other	45
Literature	Main_Page	link	39
Music	Literature	other	55
Earth	Physics	external	42
Art	Wikipedia	external	51
other-empty	Mathematics	external	50
Mathematics	Philosophy	link	36
Physics	Physics	other	66
other-empty	Biology	external	56
Mathematics	Literature	link	42
Wikipedia	History	other	41
Literature	United_States	external	46
Mathematics	Mathematics	external	51
Music	World_War_II	external	43
Science	Chemistry	link	44
other-search	History	link	44
Science	Chemistry	external	41
Religion	Biology	other	54
Religion	History	external	59
Mathematics	Science	link	56
Biology	Sports	link	52
other-search	Music	other	41
Earth	Science	link	42
Chemistry	Wikipedia	other	52
Geography	United_States	external	54
Chemistry	Main_Page	link	48
Wikipedia	English_language	link	54
Biology	Science	other	48
Science	Earth	external	49
Art	Earth	external	41
Earth	Geography	external	48
Philosophy	Technology	other	48
History	History	link	45
History	Sports	link	51
Science	Music	external	53
Music	Geography	link	37
Science	World_War_II	external	55
Mathematics	Music	external	40
World_War_II	Main_Page	other	39
Art	Philosophy	other	58
Sports	Main_Page	other	49
Biology	Science	external	52
Literature	Mathematics	other	42
Technology	Earth	other	45
other-internal	Philosophy	other	47
other-external	History	link	38
other-external	Philosophy	other	48
Physics	Science	external	66
Physics	Earth	other	53
other-external	Main_Page	link	43
other-empty	Mathematics	other	48
English_language	Sports	external	58
Music	Main_Page	other	36
History	Technology	external	50
Technology	Philosophy	external	64
Physics	Geography	other	50
other-search	Mathematics	link	46
Technology	Earth	link	49
World_War_II	History	other	42
Religion	Literature	other	28
Physics	Wikipedia	other	47
Earth	United_States	link	45
World_War_II	Geography	external	37
Art	Biology	link	51
other-external	Physics	other	44
Mathematics	Sports	other	44
Chemistry	Literature	external	59
History	World_War_II	other	56
Art	Main_Page	external	60
other-internal	Religion	other	58
Chemistry	Religion	other	51
Science	Chemistry	external	67
Earth	World_War_II	external	46
Art	Music	other	51
Art	Main_Page	other	41
other-search	Chemistry	other	54
other-external	English_language	link	49
United_States	Religion	external	51
other-search	Religion	other	49
other-empty	Literature	link	48
Music	English_language	other	47
Philosophy	Technology	other	41
Technology	Music	link	38
Technology	United_States	external	32
other-external	History	external	65
Mathematics	Art	other	41
Religion	Science	external	42
Technology	English_language	other	50
English_language	Chemistry	link	48
World_War_II	Geography	link	52
other-external	Physics	external	55
History	Art	external	52
History	Art	link	48
Philosophy	Wikipedia	other	46
Literature	United_States	link	70
other-empty	Philosophy	link	60
other-empty	English_language	external	50
Main_Page	Music	external	39
World_War_II	Sports	external	34
Science	World_War_II	external	36
Technology	Science	external	55
Sports	Chemistry	link	44
Physics	Geography	link	40
Wikipedia	Religion	link	51
Main_Page	Literature	other	64
Literature	Technology	external	41
Earth	Chemistry	link	42
other-internal	Literature	external	37
Wikipedia	Music	external	49
Main_Page	United_States	other	52
Earth	Physics	external	55
Chemistry	English_language	external	46
other-external	History	external	50
Chemistry	Sports	link	51
Physics	Mathematics	link	53
Art	Sports	external	62
other-empty	English_language	other	63
other-search	Main_Page	other	54
Geography	Physics	link	39
Science	Physics	link	48
Biology	Technology	link	41
Physics	Technology	other	43
other-internal	Wikipedia	external	49
other-search	Technology	external	54
Chemistry	Physics	other	44
Science	Physics	external	70
Physics	United_States	external	66
Chemistry	Physics	link	56
Earth	Earth	link	57
Music	Physics	other	47
Wikipedia	History	other	58
Science	Earth	other	74
Mathematics	Sports	other	34
other-external	History	external	48
Mathematics	Physics	external	37
Philosophy	Physics	link	46
Geography	Chemistry	other	43
Science	Music	external	63
Technology	Mathematics	external	69
Chemistry	United_States	other	46
Main_Page	English_language	other	56
other-search	Biology	link	55
History	English_language	other	38
Sports	Earth	other	48
Science	English_language	link	47
History	World_War_II	other	51
Physics	Biology	other	50
Music	Wikipedia	external	51
Main_Page	Wikipedia	link	68
Art	Main_Page	link	58
Sports	Chemistry	link	51
Art	Philosophy	other	48
Earth	Wikipedia	other	53
Earth	Earth	link	45
Earth	Science	other	50
Earth	Geography	external	41
Philosophy	History	other	57
Physics	English_language	other	73
Technology	Music	external	62
Religion	Mathematics	link	40
Literature	Religion	link	48
Mathematics	History	link	62
History	Mathematics	external	61
English_language	Biology	other	49
Main_Page	Art	external	59
Main_Page	Philosophy	other	48
Music	Philosophy	other	43
World_War_II	Literature	external	47
Sports	Physics	other	36
other-search	Earth	link	47
Mathematics	Sports	link	51
Wikipedia	Literature	link	56
English_language	United_States	link	41
World_War_II	World_War_II	external	59
Geography	Music	external	42
Chemistry	History	link	43
Technology	Religion	other	60
Physics	Biology	link	66
Wikipedia	Music	link	56
Literature	Science	link	49
Mathematics	Physics	other	60
Biology	Technology	link	45
other-search	Literature	external	56
Chemistry	Main_Page	other	46
other-internal	Geography	link	52
World_War_II	World_War_II	link	44
Wikipedia	Geography	external	41
Music	Religion	external	40
Geography	Literature	external	48
other-search	English_language	other	57
Music	Physics	other	44
Technology	Philosophy	other	55
Philosophy	Mathematics	link	34
Science	Chemistry	link	59
Chemistry	World_War_II	link	39
Philosophy	Chemistry	external	43
Technology	Science	other	55
Science	Chemistry	external	48
English_language	Chemistry	other	48
History	Earth	other	26
Sports	United_States	external	49
Religion	Art	other	56
Geography	Mathematics	external	42
Literature	Main_Page	external	49
English_language	Religion	external	39
United_States	Earth	external	53
Biology	Religion	external	46
other-internal	Religion	link	52
Philosophy	Geography	link	56
Technology	Chemistry	external	54
Art	History	external	59
Philosophy	Religion	other	70
other-empty	Literature	other	39
Main_Page	Literature	link	46
other-search	Earth	other	39
Sports	United_States	external	52
Literature	Main_Page	link	51
English_language	History	external	40
Earth	Biology	external	54
Earth	Literature	link	46
History	Biology	link	70
Science	English_language	other	28
Art	Science	other	33
Physics	Main_Page	link	41
United_States	World_War_II	link	51
Philosophy	Technology	link	45
Technology	Wikipedia	external	61
Religion	Music	external	44
Sports	World_War_II	link	56
Music	Music	link	36
English_language	Chemistry	link	43
other-empty	Art	external	51
Chemistry	Religion	other	51
Sports	Earth	external	40
Philosophy	Wikipedia	link	51
History	World_War_II	other	45
Religion	United_States	external	57
Art	Music	link	58
Physics	History	link	59
Wikipedia	Biology	other	39
Main_Page	Wikipedia	external	50
Main_Page	Biology	link	46
Main_Page	Music	external	38
Philosophy	Geography	other	45
Sports	Art	other	47
other-empty	History	external	55
Science	Chemistry	link	49
Earth	Main_Page	link	48
Music	Earth	link	48
Biology	Main_Page	other	51
Main_Page	Earth	external	62
Literature	Mathematics	link	49
other-empty	Biology	external	51
English_language	Mathematics	link	42
World_War_II	Technology	link	49
Physics	Physics	other	67
Wikipedia	Technology	external	37
History	Technology	other	49
World_War_II	United_States	external	38
Earth	History	external	59
other-empty	English_language	other	42
Physics	Wikipedia	link	40
Main_Page	Technology	link	53
Religion	History	external	37
Music	Art	other	47
History	Physics	external	47
other-external	Literature	external	40
Music	World_War_II	link	54
Chemistry	Wikipedia	link	50
English_language	Music	external	52
other-empty	Mathematics	link	68
Geography	Sports	other	64
Philosophy	Science	other	58
English_language	Literature	link	38
Wikipedia	History	external	41
Geography	Technology	link	51
other-internal	Religion	other	36
Mathematics	Biology	other	56
other-external	Science	external	63
Literature	Geography	link	51
Technology	Science	external	51
other-external	Geography	link	44
United_States	Geography	other	39
Technology	Physics	link	64
other-internal	Art	external	52
Art	Science	link	44
Geography	Earth	link	50
Science	Physics	link	73
Wikipedia	Wikipedia	external	45
World_War_II	Sports	other	51
Art	Mathematics	link	41
Science	Mathematics	external	59
Earth	Literature	other	69
Earth	Science	link	45
Technology	Sports	other	40
Main_Page	World_War_II	link	46
Chemistry	Wikipedia	external	29
Literature	Music	link	50
Chemistry	Biology	external	61
other-empty	Chemistry	other	44
Philosophy	Physics	external	33
Physics	English_language	external	48
Literature	World_War_II	link	47
Wikipedia	Wikipedia	link	35
other-search	Mathematics	link	56
Sports	Geography	other	37
other-external	Art	external	63
Mathematics	Technology	other	48
Science	Physics	other	58
Music	History	other	61
other-search	Biology	other	49
other-internal	Biology	other	53
History	Sports	external	38
other-search	Religion	link	48
other-internal	Wikipedia	external	51
English_language	Technology	other	41
Art	Art	link	62
Mathematics	Religion	link	45
Earth	World_War_II	link	55
United_States	Earth	external	51
Geography	Earth	other	49
Technology	Religion	other	58
Chemistry	Biology	external	28
Music	Geography	external	54
Biology	World_War_II	link	54
Religion	Music	external	55
Physics	Chemistry	other	63
World_War_II	Mathematics	other	54
Main_Page	Geography	external	45
Music	Earth	link	38
Biology	Philosophy	link	37
Religion	English_language	external	52
Physics	Sports	external	49
other-search	Chemistry	other	43
Earth	Biology	external	46
Mathematics	Earth	other	52
Mathematics	Biology	link	53
Technology	Science	link	42
Biology	Earth	external	47
Literature	Sports	other	44
Music	United_States	other	56
Art	English_language	link	55
Sports	Philosophy	link	43
other-empty	United_States	external	52
History	Biology	link	30
Technology	Literature	other	55
Music	Religion	external	37
other-search	World_War_II	other	44
United_States	Science	link	48
Chemistry	Chemistry	external	33
Biology	Mathematics	link	49
World_War_II	Mathematics	other	59
Physics	Sports	external	69
Physics	Technology	external	47
Religion	United_States	other	46
Literature	United_States	link	65
other-empty	Earth	other	41
Music	Physics	link	46
Mathematics	Literature	other	41
United_States	United_States	other	44
Wikipedia	Biology	external	51
Technology	Biology	link	39
other-external	Sports	external	54
Science	Geography	external	52
World_War_II	Mathematics	other	50
Earth	Technology	other	53
Religion	Biology	link	49
Science	Art	external	55
Technology	World_War_II	external	59
other-external	World_War_II	other	30
Chemistry	Geography	other	47
Wikipedia	Technology	link	46
other-internal	Geography	external	54
History	Sports	other	52
United_States	Philosophy	link	55
Literature	Philosophy	link	48
Mathematics	Literature	link	55
World_War_II	Philosophy	external	52
Earth	English_language	other	53
United_States	Wikipedia	other	40
other-empty	Physics	other	63
Geography	Wikipedia	external	67
Music	Sports	link	49
World_War_II	Science	other	50
Earth	English_language	external	46
Physics	World_War_II	link	54
Music	Science	external	51
Science	Music	external	62
World_War_II	United_States	link	60
Chemistry	Religion	external	38
Science	Religion	external	40
Chemistry	United_States	other	48
Geography	English_language	other	55
Earth	Geography	link	57
Science	World_War_II	external	67
History	English_language	external	48
Technology	Biology	external	62
English_language	Wikipedia	link	45
Philosophy	Sports	link	40
Art	Mathematics	link	47
United_States	Mathematics	link	54
other-internal	Art	link	53
Religion	Physics	external	64
Philosophy	Chemistry	link	40
Technology	History	external	59
other-search	Earth	link	51
Physics	Mathematics	link	64
Main_Page	Earth	external	50
United_States	Technology	other	45
Chemistry	Mathematics	other	44
Biology	Physics	external	53
other-search	English_language	link	51
Geography	Music	external	40
Music	Geography	external	48
other-search	Main_Page	external	47
History	Chemistry	external	50
Geography	English_language	other	53
Religion	Physics	external	41
History	Main_Page	link	46
Geography	Biology	external	44
Earth	Music	other	40
Geography	Main_Page	link	44
United_States	Main_Page	link	55
Religion	Main_Page	other	47
Main_Page	Wikipedia	external	34
Wikipedia	English_language	link	41
History	History	link	54
History	Sports	external	76
other-external	Art	external	53
Geography	Technology	link	43
History	Philosophy	other	50
Sports	Main_Page	other	45
English_language	Earth	external	41
other-internal	Science	other	55
Geography	Music	link	42
Philosophy	Music	other	56
other-empty	Art	external	39
History	Earth	link	45
Main_Page	English_language	external	45
Mathematics	World_War_II	other	44
Earth	Chemistry	link	37
Biology	World_War_II	other	48
History	Physics	external	54
Literature	Mathematics	external	51
Wikipedia	Earth	link	56
Chemistry	Geography	other	55
Wikipedia	Religion	external	44
Mathematics	Wikipedia	other	46
Science	Literature	external	40
Earth	Art	link	43
Biology	Main_Page	external	37
Literature	Technology	external	63
English_language	Main_Page	external	69
United_States	Science	other	70
United_States	Earth	other	57
World_War_II	Wikipedia	link	50
Science	Mathematics	link	37
Music	Earth	link	45
Science	Chemistry	external	40
Art	English_language	external	51
United_States	Chemistry	link	48
Physics	United_States	other	37
Science	History	other	46
History	Earth	external	57
Philosophy	Art	other	42
English_language	United_States	external	59
other-search	Literature	other	45
Music	Main_Page	other	45
Mathematics	United_States	external	58
Physics	English_language	external	59
United_States	Earth	link	42
other-internal	United_States	link	49
Biology	Religion	link	61
Religion	Religion	link	49
Biology	Technology	external	60
World_War_II	Earth	link	53
World_War_II	Earth	other	54
Mathematics	Earth	external	38
Physics	Mathematics	external	56
United_States	Sports	external	67
World_War_II	History	link	46
History	Music	link	43
other-external	Earth	external	45
Sports	Technology	other	43
Sports	Mathematics	external	54
World_War_II	Music	link	39
Physics	Main_Page	external	47
Physics	Chemistry	link	45
Science	Literature	link	46
other-search	History	external	38
other-empty	Art	external	40
Chemistry	Religion	external	54
other-external	Earth	external	42
United_States	Science	other	45
United_States	Technology	external	41
Philosophy	Wikipedia	link	60
United_States	Art	other	28
Technology	Sports	link	54
Religion	English_language	other	57
Philosophy	Main_Page	external	46
Technology	Technology	link	57
Religion	Technology	external	56
Chemistry	English_language	link	56
other-empty	Main_Page	link	49
other-empty	History	external	47
Sports	English_language	link	44
Music	Science	link	47
Philosophy	United_States	link	51
Science	Earth	link	38
Biology	Physics	other	49
Chemistry	World_War_II	other	36
Religion	History	link	60
Religion	Religion	external	50
other-internal	Chemistry	external	37
Chemistry	History	external	53
Literature	World_War_II	other	37
English_language	Mathematics	external	38
other-empty	Main_Page	other	49
Technology	Mathematics	other	59
other-empty	Earth	external	62
Wikipedia	Religion	link	51
Music	Religion	link	56
Wikipedia	Main_Page	external	52
Sports	Chemistry	other	47
Art	Chemistry	other	59
other-external	Technology	other	51
Sports	Religion	link	40
Mathematics	Literature	link	47
Sports	Philosophy	link	43
Main_Page	Art	other	41
other-empty	Earth	link	47
Technology	Religion	other	59
Science	English_language	other	50
English_language	Physics	link	36
other-external	History	external	57
other-empty	Science	other	58
Art	Sports	external	55
Art	Geography	link	53
other-internal	United_States	external	65
Physics	Biology	external	39
Religion	Earth	link	33
United_States	Literature	link	52
Geography	Earth	other	49
Science	Wikipedia	link	51
other-internal	Sports	external	53
Technology	Geography	external	62
Biology	History	link	73
Main_Page	Music	other	56
Sports	Earth	link	65
Music	Technology	external	70
Philosophy	United_States	external	51
Biology	Chemistry	other	43
Physics	World_War_II	external	42
Biology	Geography	external	43
Mathematics	Main_Page	link	53
other-empty	History	other	63
Wikipedia	English_language	link	42
English_language	Technology	external	46
Wikipedia	Philosophy	link	61
other-search	Art	external	54
Music	History	external	55
Science	Technology	other	42
Sports	Biology	other	49
World_War_II	Philosophy	other	49
Geography	Wikipedia	other	57
Religion	United_States	other	61
Geography	World_War_II	link	53
other-internal	Music	other	37
Geography	Sports	other	51
English_language	Music	other	55
History	Chemistry	external	49
other-search	Geography	external	52
Sports	Mathematics	link	55
Technology	Literature	link	46
Sports	Art	external	56
other-empty	English_language	other	51
Sports	Sports	link	50
Technology	United_States	other	60
Religion	Physics	external	48
English_language	Art	other	45
Wikipedia	English_language	external	53
United_States	Geography	link	37
Mathematics	Geography	link	41
Mathematics	Wikipedia	link	41
Literature	History	external	42
other-search	Sports	link	59
Philosophy	Religion	external	42
Religion	Wikipedia	link	70
other-external	Sports	link	58
Technology	Sports	other	59
Physics	Mathematics	other	55
United_States	Music	external	43
Main_Page	Earth	link	37
Chemistry	Philosophy	link	52
World_War_II	Mathematics	external	51
Mathematics	Physics	link	41
History	Technology	link	51
Biology	Philosophy	other	49
Science	Sports	external	52
Science	Sports	link	39
Main_Page	Art	external	43
Wikipedia	Sports	external	45
Music	Religion	link	45
other-external	United_States	external	52
Art	Literature	external	42
Mathematics	Physics	link	43
other-search	Main_Page	external	47
English_language	Philosophy	external	40
Philosophy	Earth	link	68
World_War_II	United_States	external	48
Earth	Technology	external	47
Music	Sports	other	52
Philosophy	Technology	external	55
Art	Physics	link	52
United_States	Technology	external	48
other-external	Art	external	48
Literature	Physics	other	50
World_War_II	Art	external	61
Sports	Wikipedia	link	50
United_States	History	external	45
Philosophy	Physics	external	38
other-external	Wikipedia	link	57
other-internal	Technology	other	52
Literature	Music	external	46
Biology	Philosophy	other	46
Physics	Earth	external	41
Mathematics	Main_Page	external	35
History	Art	external	47
other-external	Art	external	57
World_War_II	Main_Page	link	62
Religion	Music	other	48
Chemistry	Chemistry	other	50
Chemistry	Science	other	48
Wikipedia	Science	other	62
Literature	Sports	other	54
Main_Page	Wikipedia	other	47
Geography	Music	link	44
Science	English_language	external	40
Literature	Biology	external	33
other-empty	Art	link	52
English_language	Literature	external	53
Music	World_War_II	external	26
other-search	World_War_II	link	47
Music	United_States	external	53
Literature	Art	link	51
Physics	Main_Page	external	47
Sports	Art	link	41
History	Science	other	62
other-internal	World_War_II	other	48
Geography	Earth	link	56
English_language	World_War_II	other	51
Religion	Literature	other	76
Wikipedia	History	external	50
other-internal	Science	other	64
