prev	curr	type	n
Geography	Mathematics	external	2357
Religion	Art	other	2081
English_language	Sports	other	2056
Geography	Physics	external	1847
Science	Mathematics	link	2246
History	Technology	other	2281
other-search	Literature	other	856
Philosophy	Earth	external	1007
Technology	Sports	other	1372
World_War_II	Art	other	1093
Main_Page	Earth	other	2129
History	Mathematics	other	782
Physics	Art	link	671
Religion	Geography	other	1704
other-empty	Art	other	1641
Art	Literature	other	2166
Technology	Mathematics	other	754
Geography	Literature	other	1411
other-external	Art	other	2238
other-empty	World_War_II	link	493
Earth	United_States	other	1710
World_War_II	Physics	external	1328
Earth	Geography	external	2117
English_language	Science	other	2401
other-internal	Geography	link	1584
other-external	Geography	other	1647
Geography	Wikipedia	external	839
Science	Wikipedia	link	910
English_language	History	external	711
Geography	Art	other	1745
Wikipedia	English_language	link	2120
Physics	Biology	other	1311
Music	Biology	external	1056
Biology	Geography	other	1433
Earth	Technology	external	1146
Biology	Chemistry	other	2283
other-empty	Chemistry	external	1588
Wikipedia	History	other	619
United_States	World_War_II	other	2934
Physics	Sports	other	2118
Science	Philosophy	external	942
History	Science	other	1329
Technology	History	link	2044
other-empty	Technology	external	2601
Technology	English_language	external	2129
Biology	United_States	link	2702
Religion	Main_Page	link	659
Religion	Philosophy	external	1872
Religion	Sports	link	1404
Geography	Chemistry	other	1983
Wikipedia	Literature	external	2275
Mathematics	Sports	external	1741
Chemistry	Chemistry	other	2071
World_War_II	Geography	other	1879
other-search	Mathematics	other	2568
Wikipedia	Biology	external	764
Wikipedia	World_War_II	other	716
World_War_II	History	other	2365
Sports	History	other	607
Science	Technology	other	1641
Wikipedia	Literature	external	944
other-search	Technology	link	751
Religion	Religion	external	2210
other-internal	Main_Page	link	452
World_War_II	United_States	other	1321
United_States	Mathematics	other	1163
World_War_II	History	external	1711
History	Main_Page	other	963
Science	Physics	other	2016
other-empty	Philosophy	external	659
Sports	Wikipedia	external	2593
other-search	English_language	external	1669
Philosophy	Music	external	2154
Earth	Chemistry	other	1908
United_States	Wikipedia	external	607
Earth	Technology	link	1298
other-empty	English_language	external	1771
other-internal	History	other	2400
other-empty	Biology	external	2168
Biology	Religion	external	624
Technology	Wikipedia	other	1347
Philosophy	Chemistry	other	539
Philosophy	Science	other	1371
United_States	Biology	other	1696
other-external	Physics	other	1895
Music	Music	other	923
Philosophy	Science	external	1599
Technology	Literature	external	2413
Wikipedia	Main_Page	link	1548
English_language	Religion	external	2318
Mathematics	Earth	other	629
United_States	Science	external	402
other-search	History	external	867
Main_Page	Main_Page	external	1032
Science	World_War_II	other	2709
Biology	World_War_II	other	2447
Chemistry	Sports	link	1639
Main_Page	Science	link	1689
Earth	Sports	link	494
World_War_II	World_War_II	other	1249
other-external	Technology	link	1156
other-empty	World_War_II	external	1803
other-external	Wikipedia	other	638
other-external	English_language	other	2276
English_language	World_War_II	link	1533
Main_Page	Sports	external	1988
United_States	World_War_II	external	1061
Mathematics	Mathematics	link	1668
other-empty	Literature	external	1198
Sports	Art	external	3182
United_States	Earth	other	933
other-search	Physics	link	1633
Biology	Mathematics	other	1421
Religion	History	other	1620
Earth	United_States	other	1384
Art	Chemistry	other	1223
Chemistry	Mathematics	link	2588
World_War_II	Art	link	956
other-search	History	external	526
Earth	Chemistry	link	2716
Biology	Geography	link	1021
Sports	Geography	other	1081
Wikipedia	Chemistry	external	1882
History	Physics	other	2139
Geography	Sports	other	755
Science	Main_Page	link	585
Philosophy	United_States	link	1735
Main_Page	Earth	link	980
Sports	Religion	external	1915
Biology	Mathematics	other	1513
other-internal	Literature	external	1874
Music	Music	external	1928
Philosophy	United_States	other	567
Literature	Art	link	1066
other-search	Physics	link	1804
other-external	Philosophy	external	930
Physics	Technology	external	1127
Literature	History	external	1874
Philosophy	Literature	external	1177
Main_Page	Geography	other	736
other-external	Sports	external	1801
Philosophy	History	external	1152
Music	Main_Page	other	834
Mathematics	Chemistry	link	1084
Main_Page	Wikipedia	link	1888
Biology	Religion	other	1831
Biology	Technology	other	674
Art	Technology	link	1601
Technology	Main_Page	external	2657
other-internal	English_language	other	1261
English_language	World_War_II	link	664
Biology	Earth	external	2365
Literature	Physics	other	1401
Earth	English_language	external	484
other-internal	World_War_II	link	1169
Chemistry	Literature	external	1376
Art	Religion	external	1523
Main_Page	World_War_II	other	941
other-internal	Chemistry	external	458
History	Earth	external	640
Religion	Chemistry	other	1073
other-internal	Chemistry	other	2250
other-empty	Science	link	2728
Physics	Biology	other	1294
Wikipedia	Main_Page	link	709
other-internal	Wikipedia	link	983
Religion	Main_Page	link	1704
Science	Main_Page	other	930
Literature	Art	other	861
Literature	Religion	other	2033
English_language	Wikipedia	other	1130
Wikipedia	Wikipedia	link	2151
Wikipedia	Biology	external	1946
other-external	Philosophy	other	1396
Technology	Physics	other	3034
other-external	Chemistry	other	875
English_language	World_War_II	link	1847
other-search	Music	other	908
English_language	Chemistry	external	875
Science	Biology	external	977
Philosophy	Science	external	1824
Chemistry	Geography	external	2446
Earth	Main_Page	link	1717
Mathematics	Main_Page	other	785
other-empty	Philosophy	other	1364
Biology	Sports	link	523
Chemistry	English_language	external	2473
Main_Page	United_States	other	1728
Wikipedia	Literature	external	1006
Physics	United_States	other	1350
other-internal	Chemistry	link	1362
Biology	Mathematics	other	1338
Geography	Earth	other	511
Literature	Sports	link	2404
Biology	Technology	other	1651
Chemistry	Sports	external	1988
Religion	Religion	other	1580
Chemistry	Mathematics	other	1638
Earth	Wikipedia	other	1922
other-internal	English_language	external	608
other-internal	Geography	external	1581
Technology	World_War_II	external	2735
other-search	Science	other	611
Mathematics	Music	link	1756
Physics	Physics	external	774
Technology	Physics	external	987
Religion	United_States	external	358
United_States	Chemistry	external	922
Chemistry	Sports	link	1671
other-external	Wikipedia	other	2432
Science	Music	link	1881
History	Mathematics	link	1378
Science	World_War_II	external	1511
Chemistry	Literature	external	937
other-empty	Religion	other	1178
Art	Art	external	2541
Technology	Art	external	1369
other-search	Technology	other	1013
Mathematics	Technology	external	614
Main_Page	Biology	other	2528
other-external	Religion	link	1885
Technology	Literature	other	1764
Main_Page	Wikipedia	other	1738
other-search	Biology	other	876
other-internal	Philosophy	link	1387
Earth	Science	external	2039
Science	Sports	external	889
World_War_II	Sports	other	1434
other-search	World_War_II	other	2591
Wikipedia	Philosophy	link	812
Chemistry	Sports	external	2125
Religion	Science	link	2458
other-search	English_language	link	2587
Technology	Sports	link	857
Biology	Mathematics	link	2132
other-empty	Art	other	1686
Music	Physics	external	1296
other-internal	World_War_II	external	1009
Mathematics	United_States	link	466
English_language	History	other	1386
Sports	History	link	2257
other-external	Wikipedia	other	2210
United_States	Earth	link	1113
Chemistry	English_language	external	483
Wikipedia	Science	link	1111
other-search	Religion	external	2224
Biology	Sports	link	1261
Mathematics	Wikipedia	external	2456
other-empty	Religion	external	1599
other-search	Sports	other	847
United_States	Earth	link	503
Earth	Philosophy	link	1342
Science	Sports	external	2329
Biology	Technology	link	1096
Physics	Geography	link	1886
Mathematics	Art	other	715
Science	Earth	link	1017
Music	Sports	link	809
United_States	Philosophy	other	842
other-search	Philosophy	link	2324
Sports	United_States	external	2398
Religion	Chemistry	external	1292
Biology	Wikipedia	external	1324
Technology	Philosophy	other	2318
Earth	Religion	link	1806
Main_Page	Wikipedia	other	834
English_language	United_States	link	2154
History	Literature	link	1010
World_War_II	Mathematics	link	2169
other-search	Music	external	1302
other-empty	Religion	external	1754
Music	World_War_II	external	2468
Technology	Geography	other	3430
World_War_II	Earth	other	1462
other-empty	Music	external	841
Religion	Philosophy	other	1721
Sports	Literature	link	666
English_language	Mathematics	link	831
Chemistry	Religion	external	1093
Physics	World_War_II	other	406
other-internal	Geography	other	1684
Physics	Art	external	2758
United_States	Philosophy	external	1129
World_War_II	Geography	other	1177
Geography	Mathematics	other	1331
Literature	Sports	other	1865
Religion	English_language	other	1962
History	Biology	other	1309
Technology	Sports	external	2180
United_States	United_States	external	1767
Main_Page	English_language	other	1998
Art	History	external	889
other-search	English_language	other	2530
English_language	Sports	other	758
other-search	Literature	link	1498
other-internal	History	external	1280
Earth	English_language	other	1803
Art	Biology	external	2247
Geography	History	link	2706
other-internal	Art	other	1562
Literature	Earth	external	1528
other-external	Art	other	1266
Religion	Technology	external	1317
World_War_II	Technology	link	890
Sports	World_War_II	other	1150
Wikipedia	Mathematics	other	2048
Philosophy	Geography	link	1278
other-external	Sports	other	770
Biology	Biology	link	1636
other-external	Science	link	1133
Mathematics	Wikipedia	link	1007
Religion	Art	external	1149
Science	Science	link	1409
Mathematics	United_States	external	50
other-search	Science	other	52
other-empty	Wikipedia	other	55
Technology	United_States	link	59
Music	Biology	other	46
Geography	Physics	link	50
United_States	English_language	other	50
other-internal	Sports	other	41
Music	Chemistry	other	53
Art	Religion	other	60
English_language	History	external	52
Music	Religion	other	50
United_States	Technology	other	44
Mathematics	Philosophy	other	46
Biology	Art	external	51
other-search	Literature	link	55
other-empty	Chemistry	link	54
other-external	Biology	link	41
Sports	Music	other	65
Main_Page	Chemistry	link	60
Philosophy	Chemistry	link	50
Philosophy	Philosophy	external	58
English_language	Technology	external	45
Biology	World_War_II	external	68
other-internal	English_language	link	36
Literature	World_War_II	external	44
Religion	Technology	external	63
History	Geography	link	53
other-external	Wikipedia	link	44
Music	Mathematics	external	59
Physics	Art	external	46
Technology	World_War_II	other	67
Philosophy	Sports	other	42
other-external	Chemistry	other	39
Religion	World_War_II	external	41
Sports	Biology	other	54
United_States	Art	link	51
other-search	United_States	external	61
Mathematics	Technology	other	55
History	History	external	55
other-internal	Chemistry	other	49
Science	English_language	external	56
Religion	Science	external	48
Biology	Technology	other	48
Earth	Art	external	52
Literature	Philosophy	link	55
Geography	Science	external	47
Literature	Main_Page	link	36
Main_Page	Sports	external	51
other-internal	Religion	external	63
Physics	Technology	link	53
Biology	Philosophy	external	50
Geography	Biology	other	50
Philosophy	Philosophy	other	47
Chemistry	Art	external	57
other-internal	Music	other	45
Main_Page	Religion	link	55
United_States	Chemistry	other	41
History	Main_Page	link	41
other-external	Physics	other	57
Main_Page	English_language	link	58
Earth	Literature	other	55
English_language	Chemistry	link	62
Technology	Music	link	43
Mathematics	Philosophy	external	58
Chemistry	History	link	45
other-internal	United_States	link	56
other-empty	Biology	link	46
Biology	Technology	link	57
Chemistry	Sports	external	58
Earth	Science	other	50
English_language	Wikipedia	link	40
Chemistry	Geography	link	48
Religion	Music	other	49
other-internal	History	external	56
other-empty	Art	external	46
Technology	Mathematics	link	53
Sports	Religion	external	57
Science	Philosophy	other	61
Chemistry	Main_Page	link	46
other-search	Main_Page	external	50
Science	Wikipedia	external	45
other-internal	Music	link	55
Religion	Sports	other	49
United_States	Earth	other	59
Physics	Biology	other	54
Geography	United_States	link	49
Science	World_War_II	external	60
Technology	Music	external	48
World_War_II	Music	external	50
Technology	Physics	external	42
World_War_II	World_War_II	external	47
Earth	Chemistry	external	51
other-empty	Chemistry	other	42
Technology	Music	external	57
Art	Music	external	50
other-external	Religion	link	52
other-search	Main_Page	external	42
Art	Religion	link	49
Mathematics	Chemistry	external	42
Science	Technology	other	51
Philosophy	Art	link	54
Chemistry	Wikipedia	external	40
Mathematics	Philosophy	link	47
Science	Main_Page	other	51
Sports	Chemistry	other	59
Music	Sports	link	64
Philosophy	Physics	link	41
other-search	Physics	external	45
English_language	World_War_II	link	50
Technology	Main_Page	other	40
Sports	Biology	external	57
Science	Art	link	56
United_States	United_States	link	52
Geography	Mathematics	external	59
English_language	World_War_II	other	54
Wikipedia	Music	external	48
Wikipedia	English_language	external	38
United_States	Chemistry	link	40
Sports	Science	external	55
Sports	Art	link	49
other-external	Geography	link	49
Religion	Religion	link	48
Physics	Mathematics	link	48
Religion	Chemistry	other	37
Art	Art	other	52
Main_Page	Wikipedia	external	39
Literature	Biology	other	49
other-search	Religion	link	43
English_language	Technology	other	75
Literature	Art	external	54
Music	Physics	external	47
History	Earth	link	43
Music	English_language	other	50
Wikipedia	Religion	link	50
Main_Page	Philosophy	other	40
Sports	History	external	46
other-search	Mathematics	link	38
Wikipedia	Religion	external	56
Geography	Literature	other	54
Art	Sports	other	31
Biology	Art	link	55
United_States	Science	link	51
Art	Mathematics	external	51
other-search	Music	other	41
United_States	History	link	61
World_War_II	English_language	other	52
Wikipedia	Chemistry	external	51
Music	Biology	other	46
United_States	Earth	other	50
Chemistry	History	external	46
United_States	Music	link	52
Earth	Art	external	37
United_States	Geography	link	47
Main_Page	Geography	other	45
Geography	Sports	external	48
Wikipedia	English_language	link	58
Philosophy	Science	external	37
Main_Page	Sports	other	48
other-search	Mathematics	link	49
Wikipedia	Mathematics	external	44
Art	History	link	49
English_language	Music	other	45
Art	English_language	other	47
History	Art	external	55
Main_Page	Wikipedia	external	55
Religion	Geography	external	49
other-search	Mathematics	external	44
Chemistry	Geography	link	55
Physics	Art	external	47
Physics	Music	link	43
Mathematics	Literature	external	60
Music	Chemistry	other	63
Science	Mathematics	other	59
Biology	Mathematics	other	45
Technology	Science	link	53
Chemistry	Technology	external	52
other-empty	Science	link	54
English_language	Science	other	43
English_language	English_language	other	48
Science	Geography	external	42
World_War_II	United_States	link	52
other-empty	Religion	external	54
Chemistry	Religion	external	39
Religion	Geography	other	44
Wikipedia	Religion	external	50
Religion	Chemistry	other	55
Biology	Science	external	57
Science	Geography	external	43
World_War_II	United_States	other	51
other-empty	Science	external	53
Literature	Earth	other	42
English_language	History	external	50
History	Technology	other	47
other-external	Earth	other	49
Music	Earth	link	47
other-empty	Biology	other	53
Earth	United_States	external	43
World_War_II	Literature	external	48
English_language	Main_Page	external	54
Wikipedia	Mathematics	external	40
Science	Physics	external	58
Science	Technology	link	55
other-external	United_States	link	40
Chemistry	World_War_II	external	57
Art	United_States	link	50
English_language	Main_Page	link	53
English_language	Literature	external	54
other-internal	United_States	external	57
Technology	Music	other	56
Geography	Wikipedia	other	50
Earth	Biology	other	53
United_States	Earth	other	56
other-external	Literature	other	55
Science	Philosophy	other	61
Biology	Literature	other	51
Religion	Main_Page	external	39
Mathematics	United_States	link	62
Technology	Music	external	50
other-external	Art	other	54
World_War_II	Philosophy	other	42
Religion	Art	other	59
other-external	Mathematics	external	54
Geography	Technology	link	49
United_States	English_language	link	44
English_language	Main_Page	external	44
United_States	History	other	47
English_language	Geography	external	56
Mathematics	World_War_II	other	44
Art	Biology	link	52
Religion	History	external	48
other-external	Science	external	43
United_States	Science	link	53
Chemistry	Art	other	49
Wikipedia	Technology	external	51
Chemistry	Chemistry	other	58
Literature	Mathematics	link	52
Physics	Geography	other	56
Earth	Wikipedia	link	51
Philosophy	English_language	external	42
Technology	Chemistry	other	43
other-search	Earth	external	52
other-external	Art	link	64
other-empty	Philosophy	link	55
Philosophy	Technology	link	42
Philosophy	Earth	external	37
Religion	Wikipedia	external	82
English_language	Main_Page	other	46
Chemistry	Sports	other	61
Technology	Physics	other	53
History	Religion	other	49
Mathematics	Chemistry	other	49
other-empty	World_War_II	link	41
other-empty	Geography	link	36
Main_Page	Biology	external	47
other-internal	English_language	link	45
Physics	English_language	external	38
Biology	Chemistry	other	46
other-external	Sports	link	52
other-empty	Physics	external	61
Philosophy	Science	link	43
World_War_II	Main_Page	link	40
Main_Page	World_War_II	other	43
Literature	Philosophy	external	44
Art	Geography	link	63
other-empty	Physics	other	61
Religion	History	external	49
United_States	Technology	link	56
History	English_language	link	48
Wikipedia	Sports	other	44
Main_Page	Main_Page	other	47
Literature	Biology	other	58
Mathematics	World_War_II	other	47
Music	Earth	other	34
Mathematics	Religion	external	42
Sports	Chemistry	other	53
Wikipedia	Art	external	50
other-external	Physics	link	53
Art	English_language	other	49
Religion	Main_Page	link	43
other-empty	Religion	external	39
Geography	Science	other	50
English_language	Art	external	42
other-internal	Art	link	51
other-search	World_War_II	other	52
History	Sports	link	63
Geography	Literature	link	47
Wikipedia	English_language	link	44
Main_Page	Music	other	44
Earth	World_War_II	other	47
Physics	Art	external	51
other-empty	Philosophy	other	56
Mathematics	Chemistry	link	43
World_War_II	Mathematics	other	53
Earth	Science	link	64
World_War_II	Religion	external	49
History	Biology	other	49
Chemistry	Literature	other	59
Earth	United_States	link	52
Sports	Biology	other	46
Technology	United_States	link	47
Science	Philosophy	external	37
other-search	United_States	external	45
Wikipedia	Physics	external	52
Physics	Earth	other	53
History	English_language	link	49
Physics	Geography	other	51
other-search	Music	other	46
other-external	Wikipedia	external	55
Music	Philosophy	other	49
Sports	Wikipedia	external	54
Sports	Main_Page	link	58
other-search	Geography	link	49
Literature	Sports	external	53
Biology	World_War_II	external	38
Wikipedia	Main_Page	other	45
Sports	Music	other	47
Art	Art	external	63
other-external	World_War_II	external	60
Earth	History	link	46
Science	Mathematics	external	43
Physics	Literature	other	49
Wikipedia	Literature	external	43
Mathematics	Science	link	53
other-empty	Religion	link	48
Literature	Music	link	56
Geography	Music	link	47
Physics	Art	link	61
Philosophy	Chemistry	other	44
other-external	Physics	other	38
other-search	Geography	link	43
Sports	Science	link	45
other-external	World_War_II	other	39
other-external	Art	external	45
Religion	Literature	external	53
other-internal	Music	external	62
other-empty	Main_Page	other	38
other-external	Sports	other	53
History	Main_Page	link	60
Philosophy	Art	other	54
United_States	Science	link	48
Art	Wikipedia	external	41
Art	Wikipedia	other	58
Religion	Biology	link	56
Mathematics	Biology	link	53
Music	Geography	other	43
Technology	Literature	other	61
Wikipedia	English_language	external	43
other-internal	Biology	link	54
Technology	Biology	other	35
Literature	English_language	external	46
History	Wikipedia	other	38
Geography	Chemistry	other	45
English_language	English_language	external	41
other-internal	Philosophy	external	49
Wikipedia	Wikipedia	link	55
World_War_II	Biology	external	53
Earth	Biology	other	40
Music	United_States	link	56
Chemistry	Sports	external	50
Art	Biology	other	56
Religion	Chemistry	external	60
Philosophy	Chemistry	external	62
Sports	Main_Page	link	48
Philosophy	Sports	link	44
World_War_II	Science	link	50
other-search	Literature	other	40
United_States	Main_Page	link	54
Main_Page	Art	link	55
other-empty	World_War_II	external	48
Literature	Philosophy	link	37
Technology	Literature	external	56
Geography	Geography	link	48
Earth	Wikipedia	other	46
other-internal	Chemistry	link	51
Biology	Geography	external	52
other-search	Main_Page	external	63
Geography	Religion	other	56
Biology	Physics	link	55
other-external	Music	link	38
Science	Literature	other	57
United_States	Religion	link	45
Mathematics	Wikipedia	external	60
United_States	Literature	external	60
Music	Mathematics	external	49
Earth	Technology	external	58
Geography	Earth	link	48
Literature	Geography	external	56
World_War_II	Earth	external	47
other-external	Physics	external	56
Geography	Philosophy	link	44
World_War_II	Sports	external	65
Chemistry	Chemistry	external	38
English_language	History	other	38
Literature	Main_Page	other	53
Mathematics	Religion	external	58
Religion	Technology	external	46
English_language	World_War_II	other	52
Geography	Science	link	47
Earth	Art	external	58
Literature	Geography	link	40
Wikipedia	Art	other	41
Earth	Chemistry	external	55
Art	Music	link	57
History	Philosophy	link	57
Physics	Mathematics	external	60
Wikipedia	Music	external	41
Literature	Technology	link	49
History	Religion	link	51
United_States	Technology	other	54
Main_Page	Mathematics	external	58
Main_Page	Technology	external	51
World_War_II	Mathematics	other	60
Literature	English_language	other	49
Biology	Physics	external	59
Earth	Earth	other	50
Physics	Science	other	59
other-internal	Earth	link	44
Earth	Main_Page	other	57
Physics	English_language	external	42
Technology	Geography	other	36
Physics	Philosophy	link	57
other-empty	World_War_II	external	41
Chemistry	Chemistry	link	52
Mathematics	Art	external	52
Chemistry	World_War_II	link	43
History	Biology	link	41
United_States	Philosophy	external	58
Main_Page	Religion	link	48
other-external	Art	link	39
Literature	Chemistry	external	48
Science	Earth	external	47
Science	World_War_II	other	44
Mathematics	Main_Page	other	54
Wikipedia	Sports	external	42
United_States	Sports	external	57
Biology	History	link	58
United_States	World_War_II	link	65
other-empty	Physics	external	57
Religion	Main_Page	link	38
other-search	United_States	other	51
other-internal	English_language	external	48
other-empty	Physics	link	61
Music	Science	external	47
Art	Literature	link	48
Main_Page	Physics	external	38
Main_Page	English_language	external	62
Music	United_States	external	54
Philosophy	Geography	link	59
Science	Literature	link	56
Technology	Science	other	43
other-search	Geography	link	44
Biology	Physics	external	52
World_War_II	Sports	external	53
Wikipedia	Philosophy	external	68
Music	Biology	external	56
Literature	Sports	other	55
other-search	Sports	link	43
Chemistry	Biology	link	54
Earth	Technology	external	50
History	Art	link	41
Geography	Main_Page	external	59
other-external	English_language	other	43
Chemistry	Philosophy	link	55
Science	History	other	56
Biology	English_language	external	55
United_States	Chemistry	link	48
Mathematics	Religion	link	63
other-search	Religion	other	50
Earth	Geography	link	56
Mathematics	Technology	link	54
Mathematics	Sports	link	39
Literature	Religion	external	42
Wikipedia	English_language	external	43
Mathematics	Earth	other	52
Earth	Physics	link	59
History	Religion	link	38
other-internal	Chemistry	link	41
Chemistry	Earth	link	44
Philosophy	Religion	external	43
Art	Chemistry	link	56
other-empty	English_language	external	45
Biology	Main_Page	other	42
English_language	Earth	link	50
Mathematics	Music	other	40
other-empty	Religion	other	57
Literature	English_language	external	60
Biology	Biology	other	49
Chemistry	English_language	other	57
English_language	Physics	link	38
Philosophy	Chemistry	link	63
Technology	Music	external	59
other-empty	Science	link	61
Earth	Earth	external	55
other-internal	Music	link	44
Wikipedia	Religion	link	47
Sports	Biology	other	55
History	World_War_II	other	55
Literature	World_War_II	other	35
United_States	Technology	other	49
Music	United_States	external	51
Wikipedia	Sports	external	60
United_States	Biology	external	50
World_War_II	Music	other	48
Chemistry	Geography	link	42
Geography	Literature	link	53
Mathematics	Religion	other	46
English_language	History	other	45
Philosophy	World_War_II	external	46
Physics	Sports	external	44
Literature	Science	external	61
History	Biology	external	58
Chemistry	Philosophy	other	51
United_States	English_language	external	49
Literature	History	external	63
other-search	Sports	other	54
English_language	Biology	external	50
Wikipedia	Literature	external	40
Geography	Main_Page	external	57
Earth	Technology	other	70
Art	Biology	external	51
Chemistry	Biology	external	45
Physics	Literature	other	55
other-empty	Geography	other	36
other-internal	Biology	external	52
Literature	Religion	link	46
Biology	Earth	link	49
History	Mathematics	link	53
Science	Wikipedia	other	50
Main_Page	Religion	other	49
Music	Sports	other	45
other-search	Sports	other	52
Mathematics	Chemistry	other	36
other-search	Chemistry	other	61
other-search	Technology	link	61
Physics	Art	link	42
Science	English_language	link	40
other-external	Chemistry	other	52
English_language	World_War_II	external	42
Biology	Mathematics	external	54
History	Art	external	61
Sports	Biology	link	50
Religion	Geography	other	45
Technology	English_language	link	52
Chemistry	Art	other	41
Technology	United_States	external	44
Biology	History	external	53
other-empty	Wikipedia	other	52
Science	Music	link	57
Biology	Geography	link	50
Science	Main_Page	other	41
Technology	History	external	52
United_States	Biology	other	52
Earth	Earth	external	39
other-empty	Sports	other	36
Physics	World_War_II	external	38
