prev	curr	type	n
Sports	Geography	other	49
Wikipedia	Science	link	56
Music	Biology	external	56
Earth	Science	external	61
World_War_II	Religion	other	55
Art	United_States	external	41
other-empty	Mathematics	other	37
Earth	Chemistry	other	43
Earth	Art	other	54
Physics	Main_Page	link	51
Philosophy	Main_Page	other	43
Earth	English_language	other	56
other-external	Biology	other	49
Literature	Main_Page	external	53
Biology	World_War_II	other	54
Wikipedia	Science	other	46
other-internal	Biology	external	53
Physics	Religion	link	38
other-search	Philosophy	other	52
Sports	World_War_II	external	51
Earth	History	other	61
Geography	World_War_II	link	42
Wikipedia	Music	external	48
Physics	Sports	link	46
Wikipedia	Sports	other	69
Chemistry	World_War_II	external	43
other-search	Music	other	50
Sports	History	other	40
Art	Physics	link	49
Wikipedia	Physics	external	49
United_States	English_language	link	50
Music	Chemistry	other	57
United_States	Main_Page	external	50
other-external	Earth	other	39
Music	Philosophy	external	56
Biology	World_War_II	external	66
Mathematics	Wikipedia	external	40
Art	Technology	other	50
Literature	English_language	other	50
Philosophy	English_language	link	50
Biology	Geography	external	50
Geography	Wikipedia	external	42
Technology	Technology	other	49
other-empty	Earth	link	51
Biology	Biology	other	48
Literature	Literature	external	61
United_States	Biology	other	51
Biology	Geography	link	47
Art	Physics	external	46
Literature	Sports	other	41
other-empty	Sports	link	44
Sports	United_States	other	46
Chemistry	Main_Page	link	60
Religion	United_States	other	51
Main_Page	Music	external	51
Wikipedia	Sports	other	41
Biology	Literature	other	48
Sports	Science	other	52
Sports	Technology	other	52
Sports	History	link	58
English_language	English_language	external	48
Art	History	external	53
Music	Science	external	50
United_States	Physics	other	60
other-external	United_States	link	49
other-internal	Earth	other	58
Sports	Literature	other	60
Religion	Geography	other	54
other-empty	Art	external	41
Literature	Earth	external	64
United_States	History	external	44
Earth	Earth	other	50
Religion	History	other	47
Music	Literature	external	46
other-internal	Art	external	69
Chemistry	Physics	external	64
other-empty	Science	other	42
Art	Earth	link	41
Mathematics	Physics	external	64
other-internal	Religion	link	54
other-search	Sports	link	53
other-internal	Main_Page	external	51
World_War_II	History	link	58
English_language	Wikipedia	link	58
Philosophy	History	external	44
Art	Sports	other	54
Technology	Wikipedia	link	63
Music	Main_Page	link	55
Music	Mathematics	external	44
World_War_II	Chemistry	other	46
Religion	Main_Page	other	46
Mathematics	Sports	other	65
English_language	Geography	other	41
Biology	World_War_II	other	53
Science	Technology	other	45
Art	United_States	link	52
Wikipedia	History	link	47
Music	Literature	other	37
Main_Page	Earth	other	49
Biology	Religion	other	57
Geography	Music	other	58
Mathematics	Geography	external	36
Physics	Wikipedia	other	44
other-external	English_language	external	45
Art	English_language	external	50
Music	Art	link	55
Philosophy	Literature	other	50
Technology	Physics	other	41
Physics	Art	external	60
World_War_II	United_States	other	53
Technology	Sports	external	50
United_States	Main_Page	other	60
other-internal	Technology	link	46
Main_Page	History	other	43
other-external	Earth	link	45
Earth	Physics	link	60
Wikipedia	English_language	other	52
Earth	Sports	external	48
other-empty	Philosophy	external	61
other-empty	Biology	other	47
Technology	English_language	link	49
English_language	Main_Page	external	48
Chemistry	World_War_II	external	52
Biology	Music	other	68
Art	Wikipedia	external	43
Art	Sports	other	50
English_language	Main_Page	other	59
Biology	Geography	link	51
other-empty	Earth	link	53
other-empty	Science	other	49
Philosophy	United_States	other	57
other-empty	World_War_II	link	45
History	Literature	external	63
Geography	Physics	link	48
Main_Page	Music	other	51
Sports	Technology	link	47
Geography	Wikipedia	link	52
Mathematics	Geography	link	33
Mathematics	World_War_II	other	50
World_War_II	Chemistry	other	36
Biology	Literature	external	54
other-external	Geography	external	64
Wikipedia	Geography	link	37
Science	Science	other	57
Religion	Earth	external	43
Mathematics	Main_Page	link	47
Philosophy	Mathematics	other	64
Geography	Religion	link	58
Technology	Philosophy	external	44
History	Music	link	55
Geography	United_States	link	48
Main_Page	Science	other	55
United_States	Chemistry	external	59
Biology	Chemistry	link	58
other-external	Chemistry	link	48
other-internal	Music	link	60
other-empty	Geography	link	50
Religion	Sports	other	52
Earth	Sports	external	44
Mathematics	Chemistry	external	55
other-empty	Religion	other	59
other-internal	Geography	link	56
Religion	Earth	other	42
Main_Page	Literature	other	62
Chemistry	Main_Page	link	42
Literature	United_States	other	43
Literature	Biology	link	48
Religion	Technology	external	48
Chemistry	Main_Page	other	50
Geography	Technology	other	49
English_language	Earth	other	49
Religion	English_language	external	41
Literature	Music	external	51
other-external	Main_Page	other	45
Philosophy	Literature	link	48
other-external	Sports	other	43
Science	Religion	other	46
Geography	World_War_II	link	41
Music	Philosophy	link	45
Literature	History	link	49
Chemistry	History	link	52
other-empty	Wikipedia	link	57
Art	Technology	other	39
other-empty	World_War_II	other	57
Earth	History	link	51
English_language	Religion	other	55
English_language	Geography	external	49
Chemistry	History	other	50
Music	United_States	link	49
World_War_II	History	external	58
Biology	Main_Page	external	52
Technology	Mathematics	external	57
Religion	Earth	other	39
other-search	Chemistry	other	51
Technology	Biology	other	54
Religion	World_War_II	link	44
Earth	English_language	link	32
other-empty	World_War_II	link	47
Technology	Literature	external	55
Geography	Technology	link	62
Physics	Science	link	67
other-search	Literature	external	54
Literature	Earth	link	52
Religion	Biology	other	51
Mathematics	Mathematics	external	54
Biology	Music	external	41
Literature	Wikipedia	external	54
Art	Religion	external	50
History	Biology	other	52
other-external	World_War_II	link	64
Philosophy	Science	link	45
Technology	History	external	49
English_language	United_States	link	47
Geography	Mathematics	external	40
Sports	Technology	external	34
English_language	Wikipedia	other	51
Religion	History	external	65
Religion	Mathematics	other	39
Earth	Technology	external	44
World_War_II	Main_Page	link	38
Art	Main_Page	link	47
other-internal	Biology	external	48
Art	Earth	external	60
Music	Religion	link	58
History	Technology	external	51
other-search	World_War_II	other	40
other-internal	Religion	other	55
Philosophy	Literature	link	42
Earth	Technology	other	57
Wikipedia	Philosophy	other	39
other-search	Literature	external	49
Sports	Philosophy	other	51
Wikipedia	Biology	other	51
other-search	United_States	link	46
other-empty	Music	external	43
other-external	Earth	link	49
Biology	Literature	other	58
Art	History	link	58
other-empty	World_War_II	link	45
Biology	Religion	external	59
United_States	English_language	link	66
Chemistry	United_States	external	55
English_language	United_States	other	57
other-empty	Science	link	48
Music	History	other	56
Mathematics	World_War_II	other	65
other-empty	Philosophy	other	47
Mathematics	Main_Page	external	47
Music	Technology	link	55
English_language	Philosophy	other	47
other-search	History	other	45
Technology	Philosophy	link	53
History	History	external	37
Literature	Earth	external	58
Mathematics	Philosophy	external	48
Biology	Science	link	46
Technology	Literature	other	55
Technology	Science	external	57
Religion	History	external	44
Science	Chemistry	external	51
English_language	Philosophy	link	48
Music	Earth	external	41
Religion	Literature	link	48
Literature	English_language	other	50
other-search	Mathematics	external	35
Chemistry	Biology	other	51
Main_Page	Wikipedia	link	55
History	Art	link	55
Science	Philosophy	external	54
Music	Geography	other	56
English_language	United_States	other	42
other-internal	Mathematics	link	48
World_War_II	History	external	56
Chemistry	Science	other	46
Art	Art	external	58
Music	Chemistry	link	51
other-empty	World_War_II	other	38
English_language	World_War_II	external	45
Literature	Mathematics	link	51
History	United_States	link	46
Main_Page	Religion	other	44
World_War_II	English_language	link	65
other-external	Philosophy	external	49
Philosophy	Main_Page	other	46
Main_Page	Biology	link	47
Earth	Art	link	39
History	Main_Page	other	56
Physics	Main_Page	link	43
Technology	World_War_II	link	54
Technology	Physics	other	50
other-search	Music	link	35
other-internal	Art	external	50
Science	History	link	64
Physics	Science	external	47
World_War_II	Technology	external	50
Philosophy	Mathematics	external	46
World_War_II	Main_Page	other	53
Geography	Sports	other	51
Music	Geography	external	52
Music	English_language	external	50
Sports	Philosophy	link	44
History	Sports	other	55
World_War_II	Technology	external	46
United_States	Religion	link	53
History	Philosophy	link	46
World_War_II	History	link	45
Music	Physics	link	56
Music	Mathematics	link	59
Wikipedia	Literature	link	55
Geography	History	link	50
Mathematics	Art	other	38
History	Art	external	44
World_War_II	World_War_II	external	43
other-empty	Chemistry	link	49
Sports	Wikipedia	link	45
Music	Main_Page	link	54
History	Philosophy	other	49
Biology	World_War_II	link	50
Chemistry	Geography	external	49
Philosophy	Earth	link	50
Physics	Philosophy	link	43
Main_Page	Music	external	59
English_language	Earth	external	60
Earth	Sports	link	51
other-search	Biology	link	47
Main_Page	Science	link	49
Wikipedia	Geography	other	52
Art	Chemistry	other	51
World_War_II	Music	external	43
Science	Religion	other	46
Geography	Philosophy	link	55
Literature	History	external	44
History	Religion	link	58
Biology	English_language	external	49
Sports	History	external	49
World_War_II	Religion	other	61
World_War_II	Mathematics	other	47
History	Earth	link	55
Physics	Science	external	41
Religion	Physics	link	63
Earth	Biology	other	37
World_War_II	Biology	link	53
Sports	Wikipedia	other	56
Biology	Wikipedia	link	45
other-empty	Philosophy	other	52
Art	Science	link	73
Mathematics	Chemistry	other	49
Art	Chemistry	other	41
Earth	Science	external	40
English_language	Biology	link	50
Literature	Main_Page	link	61
other-empty	Literature	external	53
other-search	Technology	link	51
World_War_II	Wikipedia	external	42
other-external	United_States	external	46
History	Mathematics	link	44
other-search	Chemistry	external	45
United_States	Main_Page	external	58
Earth	History	other	47
Religion	Technology	link	47
English_language	Chemistry	external	45
History	English_language	external	52
Biology	Geography	other	49
Wikipedia	Sports	other	45
English_language	United_States	other	54
Chemistry	Science	other	51
Religion	Mathematics	link	47
Religion	Physics	link	59
Technology	Biology	external	59
other-search	History	link	50
Physics	Geography	other	57
Religion	Religion	link	44
Music	Wikipedia	other	46
Biology	Biology	other	45
Science	Philosophy	external	49
other-empty	Music	link	54
Art	Geography	external	58
Sports	Literature	other	63
World_War_II	Art	external	49
World_War_II	Chemistry	link	48
History	History	link	43
History	English_language	external	52
Science	Physics	link	44
Philosophy	Literature	link	57
Philosophy	Literature	other	47
Science	World_War_II	other	58
other-search	Religion	other	43
Physics	Geography	external	45
Science	Mathematics	other	68
Wikipedia	Music	other	43
Wikipedia	Biology	external	51
Art	Chemistry	link	49
Art	World_War_II	other	58
Philosophy	Wikipedia	external	44
other-empty	Earth	other	39
Music	Literature	link	49
Sports	Philosophy	external	54
Geography	Music	external	52
History	Wikipedia	link	56
Music	Wikipedia	external	47
Geography	United_States	other	56
Music	Earth	other	41
Philosophy	Physics	other	43
Sports	World_War_II	external	48
English_language	Sports	link	48
World_War_II	Sports	other	44
Literature	Sports	other	53
Earth	Biology	link	48
other-empty	Main_Page	external	60
World_War_II	Geography	link	43
Physics	Mathematics	external	44
Main_Page	Biology	other	55
Chemistry	Religion	other	60
English_language	Religion	other	56
Technology	Technology	other	48
Art	Religion	link	55
Main_Page	History	link	51
Religion	Technology	other	36
Science	World_War_II	external	39
other-empty	Biology	link	47
History	English_language	link	60
other-search	Science	other	44
Literature	Main_Page	other	53
other-empty	Music	external	46
other-external	Religion	other	49
Literature	Physics	other	33
United_States	Chemistry	link	46
other-external	Sports	link	48
Sports	Physics	external	48
Sports	Religion	other	50
Literature	Physics	other	48
Geography	Science	external	59
Music	Religion	external	56
Art	Religion	link	43
Chemistry	Biology	external	53
Sports	English_language	other	50
other-empty	United_States	other	38
Main_Page	Religion	external	49
Literature	Religion	other	45
Wikipedia	Earth	external	34
other-external	Earth	external	42
Biology	Mathematics	link	36
Religion	Wikipedia	external	58
Sports	Religion	other	39
Wikipedia	Earth	external	48
other-search	Art	external	49
Music	Physics	other	61
Science	Main_Page	link	47
Physics	Technology	external	54
History	United_States	other	49
Earth	Technology	external	56
other-empty	Science	external	54
Physics	Sports	other	54
World_War_II	Mathematics	other	53
Science	English_language	link	45
Music	Art	link	42
Wikipedia	Sports	link	44
Mathematics	Chemistry	external	38
Philosophy	Religion	external	52
other-internal	World_War_II	external	50
Chemistry	Religion	link	44
Biology	Music	other	46
other-external	Religion	link	55
Sports	Mathematics	other	39
Music	Music	external	47
Philosophy	Art	other	49
History	World_War_II	link	50
Philosophy	Art	link	40
World_War_II	Biology	other	56
Main_Page	Literature	link	52
Physics	Main_Page	other	53
Sports	Biology	other	59
Religion	Technology	external	53
Wikipedia	Chemistry	other	49
other-search	Physics	other	56
other-internal	Literature	external	48
Wikipedia	English_language	other	42
Art	Sports	external	42
Earth	Biology	link	43
Art	History	external	50
Sports	Science	link	46
Philosophy	Science	link	53
Technology	Literature	other	57
Biology	Earth	link	64
other-internal	Mathematics	link	55
Art	United_States	other	53
other-search	Music	other	57
Wikipedia	Literature	link	42
Mathematics	Religion	external	39
History	Art	link	46
Science	Mathematics	link	40
United_States	Wikipedia	link	49
Chemistry	Art	other	43
Sports	Music	other	45
Mathematics	Main_Page	link	57
Music	History	link	49
Earth	Science	external	43
Physics	Physics	external	52
English_language	Sports	link	67
Philosophy	Music	other	38
World_War_II	Philosophy	link	46
other-empty	Physics	other	66
other-external	United_States	link	47
other-external	Religion	other	58
Main_Page	United_States	link	30
Science	Religion	external	65
other-empty	Wikipedia	link	54
Philosophy	Technology	link	50
Science	Sports	external	53
Physics	United_States	other	43
English_language	Religion	external	41
Main_Page	Main_Page	other	61
other-internal	United_States	other	40
Philosophy	United_States	external	50
World_War_II	Chemistry	external	52
Wikipedia	Earth	other	64
Art	Art	other	49
Physics	Earth	other	60
Philosophy	Art	other	34
Geography	Science	other	64
Science	English_language	other	52
other-internal	Sports	external	57
English_language	Philosophy	link	52
Mathematics	Chemistry	external	48
Earth	World_War_II	other	42
Science	Art	other	53
Geography	Wikipedia	other	43
Art	Wikipedia	other	55
Geography	Chemistry	link	48
History	World_War_II	link	46
Sports	Mathematics	other	47
Mathematics	Geography	link	47
Physics	Technology	external	48
Science	Chemistry	external	54
Technology	Religion	link	68
Mathematics	Sports	other	53
History	Physics	external	61
Physics	Geography	other	50
Sports	Sports	link	51
Chemistry	Geography	other	55
Biology	Chemistry	link	47
Music	Art	other	42
other-external	Religion	other	43
Religion	Earth	link	66
Science	Physics	external	48
Geography	Earth	other	46
English_language	Wikipedia	external	54
Earth	United_States	other	49
Mathematics	History	link	54
Physics	Literature	external	53
Music	Religion	link	58
Main_Page	Geography	link	56
Earth	Science	link	58
Religion	Earth	external	34
Philosophy	Geography	external	37
Physics	Music	other	47
Art	English_language	link	48
World_War_II	Sports	link	55
Geography	Earth	link	42
Main_Page	Main_Page	other	43
Biology	United_States	external	48
Music	Main_Page	link	55
Art	Wikipedia	link	43
Music	English_language	external	60
other-internal	Literature	link	44
Religion	History	external	57
Main_Page	Geography	external	55
Sports	English_language	external	60
Technology	Physics	link	47
Philosophy	World_War_II	external	53
Art	Earth	link	45
Literature	United_States	other	56
Wikipedia	Mathematics	other	44
Technology	Literature	link	46
other-empty	World_War_II	other	50
History	Sports	external	51
Wikipedia	Physics	other	54
English_language	Physics	link	45
Mathematics	Religion	other	49
Physics	United_States	link	45
Technology	Science	external	56
Science	Religion	link	44
Music	World_War_II	other	59
Sports	Technology	external	46
Mathematics	Mathematics	other	43
History	Mathematics	link	31
World_War_II	Earth	external	45
Literature	Philosophy	other	55
Chemistry	Religion	external	42
Geography	Philosophy	external	51
other-search	English_language	link	55
Literature	Religion	external	36
Mathematics	Chemistry	external	49
Religion	Earth	other	57
Earth	Art	link	44
English_language	Technology	other	45
Earth	History	other	53
Philosophy	Art	link	65
Religion	Technology	external	50
Technology	Chemistry	link	52
Sports	Literature	external	52
Music	English_language	link	45
Music	Art	other	68
Wikipedia	Geography	link	56
Wikipedia	Sports	link	43
Wikipedia	United_States	other	41
Art	Biology	external	50
Geography	Geography	other	59
History	Geography	other	52
Literature	Literature	link	39
English_language	Geography	link	61
Literature	Geography	link	40
Earth	Wikipedia	other	50
Chemistry	Main_Page	link	52
Wikipedia	English_language	other	50
Literature	Wikipedia	link	49
other-empty	Technology	other	58
Main_Page	Sports	external	45
Biology	Art	link	46
Music	English_language	external	45
other-internal	English_language	link	35
Art	History	link	44
United_States	English_language	other	70
Science	Literature	link	50
other-external	Sports	external	56
United_States	Chemistry	link	39
other-internal	Philosophy	external	34
Science	Sports	external	63
Chemistry	Philosophy	external	49
Technology	Technology	external	46
Earth	Science	external	43
Chemistry	Earth	link	33
other-internal	Wikipedia	link	48
Earth	United_States	other	54
Science	Earth	link	52
Biology	Sports	other	61
Music	Music	other	55
other-empty	Philosophy	external	54
Literature	Music	other	48
Chemistry	Music	external	47
Physics	United_States	external	44
Earth	Chemistry	link	56
Science	Technology	other	52
Science	Physics	other	51
Art	Literature	external	44
Wikipedia	Biology	other	35
Philosophy	Earth	external	52
Mathematics	World_War_II	external	48
other-external	Literature	other	53
Geography	Sports	external	34
Art	Mathematics	link	45
Physics	Philosophy	external	40
Earth	Technology	other	60
Chemistry	Wikipedia	other	60
Religion	Music	other	46
Earth	History	external	49
other-search	Physics	link	42
Physics	Sports	link	53
other-search	World_War_II	external	46
other-internal	United_States	external	55
Technology	Science	external	55
Physics	Physics	external	52
Literature	Mathematics	external	47
Biology	Literature	other	52
History	History	other	68
Literature	Physics	other	46
History	Science	link	41
Chemistry	History	link	41
other-search	Philosophy	link	49
Physics	Sports	external	40
Religion	World_War_II	external	42
Technology	English_language	other	36
Art	Geography	external	57
Physics	Sports	link	55
Religion	Chemistry	other	50
Mathematics	World_War_II	other	59
Literature	Biology	external	47
other-internal	Geography	external	53
Chemistry	Chemistry	other	41
Geography	Technology	external	48
Science	English_language	other	57
World_War_II	Art	external	51
Philosophy	Philosophy	link	55
Religion	Physics	external	50
Earth	Wikipedia	external	53
United_States	Physics	external	50
other-external	United_States	external	50
Biology	Music	other	56
other-external	Earth	external	59
Biology	Earth	external	58
other-internal	Geography	external	45
Earth	Art	external	56
Music	Literature	external	51
Earth	History	link	61
Technology	Religion	other	49
Mathematics	Science	other	47
Science	Philosophy	other	48
Music	Religion	other	46
Philosophy	Philosophy	other	52
Main_Page	Geography	link	43
Sports	Physics	external	49
Mathematics	Biology	link	61
Religion	History	other	52
Philosophy	Earth	link	62
other-external	Physics	other	51
Main_Page	Wikipedia	other	47
World_War_II	Music	external	44
Chemistry	Music	external	54
Chemistry	Wikipedia	other	52
Earth	Philosophy	link	42
Music	Art	link	38
World_War_II	History	external	53
Wikipedia	Religion	external	38
Biology	Literature	external	52
Main_Page	Philosophy	external	40
World_War_II	Sports	link	38
Physics	Religion	link	53
English_language	History	link	62
Physics	English_language	other	48
other-empty	Religion	link	50
Earth	Sports	link	42
United_States	Philosophy	link	43
Mathematics	Technology	link	38
Chemistry	Religion	other	43
Art	Philosophy	other	57
English_language	Religion	external	45
Literature	Art	other	51
other-internal	Religion	link	57
Biology	Physics	link	44
History	Literature	external	59
other-external	English_language	link	43
Mathematics	Wikipedia	link	45
United_States	History	external	49
other-empty	Chemistry	link	65
Chemistry	Physics	external	39
Music	Geography	other	48
English_language	Philosophy	other	37
Science	World_War_II	link	43
Science	Main_Page	link	51
other-external	Main_Page	other	41
other-empty	Mathematics	other	40
Philosophy	Wikipedia	external	39
History	Technology	link	41
Earth	United_States	other	43
History	Geography	other	48
Sports	Mathematics	external	51
Mathematics	Music	external	47
Literature	World_War_II	link	51
World_War_II	Main_Page	other	51
Religion	English_language	link	53
other-external	Chemistry	external	37
other-internal	Physics	link	45
History	Geography	other	61
Geography	Music	other	58
Mathematics	Earth	other	57
Religion	United_States	other	43
Physics	Biology	other	54
Chemistry	Technology	link	50
other-empty	Technology	external	37
Geography	Technology	external	48
Technology	Mathematics	other	46
Main_Page	Art	link	54
other-search	Chemistry	other	57
other-internal	Wikipedia	external	61
Technology	Sports	external	54
Main_Page	Religion	link	58
Religion	Geography	link	36
History	History	link	58
Sports	United_States	link	58
Mathematics	Religion	other	56
Main_Page	United_States	external	54
Biology	History	external	61
Mathematics	History	external	53
United_States	United_States	external	48
Biology	Literature	other	59
Philosophy	Religion	link	45
United_States	Philosophy	other	52
Art	Technology	other	73
Philosophy	History	other	54
other-external	Religion	link	53
