prev	curr	type	n
Main_Page	Physics	link	43
Art	Geography	external	43
Biology	World_War_II	link	53
Geography	Art	other	50
Art	History	link	61
Sports	Art	link	44
History	Main_Page	external	55
Biology	Philosophy	other	47
Music	Mathematics	external	53
Literature	Earth	link	50
Wikipedia	Art	external	41
Sports	Science	external	47
Wikipedia	Music	external	57
Main_Page	World_War_II	external	62
other-internal	Literature	external	47
Science	Religion	link	37
Sports	Biology	external	60
Art	Physics	external	45
Main_Page	History	external	45
Sports	Sports	external	38
World_War_II	World_War_II	other	40
Wikipedia	Art	external	66
World_War_II	Sports	other	45
History	Sports	link	54
other-external	Geography	external	51
Physics	Physics	other	43
other-internal	Science	other	52
other-internal	Chemistry	link	55
History	Physics	link	47
Sports	Chemistry	external	43
Religion	Sports	link	49
Wikipedia	Physics	link	54
Art	Philosophy	external	51
other-external	English_language	external	62
other-empty	Philosophy	other	49
other-internal	Main_Page	link	65
Geography	Technology	external	40
other-search	Main_Page	link	48
Chemistry	English_language	external	43
Literature	Wikipedia	external	41
Art	Mathematics	external	61
Physics	English_language	external	51
Religion	Philosophy	external	43
Literature	Literature	external	53
Mathematics	Science	external	51
Music	Science	link	51
Technology	Literature	other	40
Art	Physics	external	41
Physics	Religion	link	46
Music	Technology	external	44
Earth	Mathematics	other	45
Physics	Main_Page	link	49
World_War_II	Physics	other	58
Art	Sports	link	53
Geography	Technology	link	41
Science	Religion	other	51
other-empty	Art	external	41
Physics	Religion	other	53
History	Wikipedia	link	45
Religion	Science	other	45
Biology	Biology	link	47
Physics	Wikipedia	external	51
Biology	Earth	link	53
other-internal	Wikipedia	external	44
Art	Wikipedia	other	47
Geography	Physics	link	54
Mathematics	Chemistry	external	43
Religion	Physics	link	43
Mathematics	English_language	other	55
History	United_States	external	58
Physics	Religion	link	47
Technology	Literature	external	47
Technology	Sports	link	59
Art	Earth	link	48
Philosophy	Chemistry	link	59
World_War_II	Geography	external	54
Religion	Chemistry	other	43
Geography	Science	external	51
Biology	Mathematics	other	48
Literature	Religion	link	49
History	Mathematics	link	52
Chemistry	World_War_II	external	50
other-search	Geography	external	61
Art	Physics	other	49
Literature	Chemistry	link	33
other-external	World_War_II	external	54
Chemistry	United_States	other	46
United_States	Earth	external	52
Music	Mathematics	external	47
Religion	Art	external	62
Biology	World_War_II	link	48
Science	Wikipedia	link	62
Main_Page	Chemistry	external	63
History	Sports	other	51
Physics	Chemistry	external	57
other-search	Art	external	49
Wikipedia	History	link	42
History	World_War_II	link	39
Earth	United_States	link	61
Biology	Music	external	55
other-search	English_language	external	53
Science	Physics	external	55
Music	Literature	other	64
Art	Earth	other	39
Science	Music	link	59
Technology	Wikipedia	external	58
Biology	Art	link	51
United_States	English_language	external	40
United_States	Science	link	51
other-search	Physics	external	48
Philosophy	Biology	link	45
Biology	Geography	external	51
United_States	Biology	other	49
United_States	Art	other	60
Geography	Literature	other	43
Physics	United_States	link	59
Science	United_States	external	48
Music	Mathematics	external	39
Earth	Art	external	35
other-internal	Geography	external	57
Geography	Religion	other	55
Music	Mathematics	other	51
Science	Wikipedia	external	53
other-empty	Religion	link	63
Main_Page	Chemistry	link	40
Science	World_War_II	external	58
Physics	Philosophy	other	60
other-external	Main_Page	external	49
Biology	Main_Page	other	47
Music	Mathematics	other	52
Wikipedia	United_States	other	59
Main_Page	Biology	external	45
Physics	Science	external	45
History	Chemistry	link	42
other-empty	Wikipedia	link	55
Art	Philosophy	external	56
Wikipedia	Earth	other	55
Music	Literature	link	50
World_War_II	English_language	link	47
English_language	Science	link	40
Wikipedia	Religion	other	49
other-empty	Main_Page	external	48
other-empty	Technology	other	54
Mathematics	Science	external	49
Chemistry	Music	external	49
Main_Page	Music	link	55
Religion	Chemistry	external	56
Sports	Music	external	61
Philosophy	Literature	external	63
Literature	Wikipedia	other	52
other-internal	Music	other	49
Main_Page	Mathematics	other	56
other-internal	Wikipedia	other	58
Mathematics	Wikipedia	other	59
Literature	Sports	other	54
Biology	Music	external	55
English_language	World_War_II	other	41
other-internal	History	external	54
Technology	History	link	53
History	Earth	other	55
Art	Mathematics	external	49
Literature	United_States	link	58
other-search	Music	link	51
Geography	Religion	link	52
Wikipedia	Technology	link	54
Literature	Art	link	51
Biology	Biology	external	46
Literature	Chemistry	external	54
Literature	Music	external	64
Literature	Geography	link	43
Technology	Music	link	40
Sports	Earth	external	51
Science	Religion	link	50
Music	Literature	other	65
Literature	Mathematics	external	53
Sports	Earth	link	51
other-search	History	external	48
Music	Philosophy	external	63
Geography	Art	external	61
English_language	Earth	link	56
other-search	Art	other	56
United_States	Sports	external	43
Art	Geography	link	44
Chemistry	Main_Page	other	47
other-internal	Art	link	41
other-internal	History	link	46
Science	Sports	link	59
other-search	Geography	external	46
Biology	Sports	external	55
Biology	Chemistry	other	46
Biology	Biology	external	48
other-empty	Wikipedia	link	60
other-internal	Earth	other	46
Music	Main_Page	external	56
Religion	Mathematics	other	64
Earth	Mathematics	external	55
Biology	Science	other	47
Religion	Earth	link	50
Earth	English_language	other	43
World_War_II	Literature	link	69
Mathematics	Science	other	48
Wikipedia	Biology	external	46
Sports	Main_Page	other	55
Wikipedia	Philosophy	other	61
Sports	Literature	other	45
other-search	Geography	other	59
Earth	Main_Page	other	34
United_States	Mathematics	link	54
other-internal	United_States	other	56
Biology	Biology	link	56
other-search	United_States	other	55
Physics	Mathematics	external	43
World_War_II	Religion	link	57
Literature	Religion	other	47
Physics	Sports	external	46
Mathematics	Mathematics	other	38
United_States	Biology	other	46
World_War_II	Philosophy	other	36
Science	Biology	external	57
Mathematics	World_War_II	link	56
Mathematics	Main_Page	link	44
Chemistry	Sports	external	48
Physics	Philosophy	external	46
other-internal	Mathematics	link	52
World_War_II	Art	external	63
Mathematics	Literature	other	52
History	Religion	link	50
World_War_II	Science	other	44
Physics	Main_Page	external	50
Wikipedia	Mathematics	link	53
Technology	Biology	other	53
Technology	Wikipedia	link	47
Biology	Philosophy	external	59
Philosophy	Mathematics	external	47
Religion	Philosophy	link	44
Biology	Wikipedia	external	51
Science	World_War_II	external	53
Wikipedia	English_language	external	54
Music	Geography	other	58
Chemistry	Biology	other	49
Philosophy	Main_Page	other	53
Sports	Biology	other	57
Philosophy	Sports	link	57
Geography	Wikipedia	other	41
History	Earth	other	57
Art	Science	external	47
English_language	Literature	external	59
World_War_II	Chemistry	external	53
other-empty	Religion	external	58
English_language	Earth	external	42
Sports	Physics	other	51
English_language	Literature	link	55
Main_Page	Philosophy	external	48
World_War_II	Wikipedia	external	44
Philosophy	Physics	link	45
English_language	Mathematics	other	53
Art	Geography	link	61
United_States	Biology	other	57
Technology	History	other	55
Physics	English_language	other	52
Mathematics	Music	external	53
Mathematics	History	external	51
Sports	Biology	external	46
History	Biology	external	50
Music	Technology	external	51
Earth	World_War_II	other	49
Wikipedia	Technology	link	44
other-search	Wikipedia	link	62
other-search	Music	other	39
Main_Page	Art	external	62
other-empty	World_War_II	link	45
Technology	Music	external	51
Philosophy	Biology	external	46
Main_Page	Biology	link	55
Earth	Mathematics	external	50
other-external	Technology	external	51
Mathematics	English_language	other	44
other-search	Music	other	41
other-internal	Mathematics	other	48
World_War_II	Main_Page	link	61
Geography	History	link	58
United_States	Earth	external	56
Science	Music	external	47
Philosophy	Physics	link	48
Religion	Technology	link	67
Main_Page	Science	other	44
Wikipedia	Art	other	55
Sports	Art	link	39
Mathematics	Technology	link	50
other-external	Physics	link	45
Earth	Mathematics	other	46
Earth	United_States	link	62
Philosophy	English_language	link	60
Main_Page	Wikipedia	other	38
other-internal	Sports	link	49
Philosophy	Earth	link	56
Chemistry	World_War_II	external	46
World_War_II	Mathematics	other	60
Science	Chemistry	other	51
Geography	Religion	external	51
World_War_II	World_War_II	other	59
other-external	Earth	external	53
Chemistry	Sports	link	51
Science	Earth	other	51
Chemistry	Physics	other	62
other-empty	Music	other	60
World_War_II	Music	link	53
Literature	Physics	other	40
Physics	Geography	other	45
United_States	Wikipedia	external	47
other-empty	Religion	link	45
Mathematics	Chemistry	other	49
English_language	Chemistry	link	55
Music	Religion	link	60
other-internal	United_States	external	48
Philosophy	History	link	48
Science	Geography	other	61
Philosophy	Main_Page	external	36
Science	Religion	link	42
Geography	Main_Page	link	61
English_language	World_War_II	link	53
Wikipedia	History	link	46
Art	Chemistry	other	38
Music	World_War_II	other	44
Earth	Philosophy	external	43
other-empty	Biology	link	43
Art	Physics	link	34
Technology	Geography	other	55
Sports	Biology	other	45
United_States	Sports	external	40
Music	Literature	external	41
Sports	Main_Page	external	45
Literature	Religion	other	69
Science	Technology	link	57
Main_Page	Geography	external	44
Biology	Sports	other	50
Geography	United_States	other	55
other-empty	Science	external	53
Geography	World_War_II	external	52
Music	Geography	link	53
World_War_II	Philosophy	link	45
other-internal	Geography	other	50
Philosophy	Music	link	56
other-empty	Music	other	48
other-search	Main_Page	link	73
other-external	Physics	external	51
other-search	Art	external	43
Science	Literature	link	37
Physics	Technology	external	54
Religion	Religion	link	62
World_War_II	Geography	other	57
Geography	Main_Page	other	57
English_language	Philosophy	external	46
World_War_II	Science	external	47
Physics	Earth	other	41
other-internal	English_language	external	54
other-search	Biology	link	50
Technology	Biology	link	53
Biology	Biology	other	57
Science	Earth	other	66
Philosophy	English_language	link	61
Mathematics	Music	external	57
other-search	Science	other	49
Philosophy	United_States	external	62
Wikipedia	Technology	link	68
Earth	Wikipedia	external	38
Technology	Religion	link	49
Science	Art	external	62
other-search	Technology	link	51
Main_Page	Physics	other	59
Biology	Biology	link	53
Wikipedia	Religion	other	37
other-internal	United_States	other	53
Music	World_War_II	other	48
United_States	Literature	external	58
Science	Technology	external	58
Mathematics	Sports	external	45
World_War_II	Main_Page	other	54
other-internal	Chemistry	other	50
other-internal	Physics	link	61
Sports	Earth	other	42
other-internal	Literature	other	49
World_War_II	Mathematics	other	61
Earth	Chemistry	other	51
other-empty	Mathematics	other	39
Art	History	external	56
Science	Technology	link	56
other-search	Chemistry	other	54
other-internal	Philosophy	other	43
Philosophy	United_States	external	53
Music	Physics	external	58
United_States	Science	external	53
Religion	Technology	external	54
Physics	Wikipedia	other	45
Literature	World_War_II	external	57
History	Philosophy	other	42
Religion	Physics	link	52
other-search	Mathematics	other	42
Science	History	other	57
Religion	Art	other	49
Wikipedia	United_States	external	51
History	Chemistry	external	44
Geography	Physics	external	45
other-internal	Technology	link	51
Music	History	external	43
Technology	Religion	external	54
Religion	History	other	47
Technology	Physics	external	59
Chemistry	Physics	other	56
Science	Music	external	47
United_States	English_language	other	56
other-search	Earth	link	55
United_States	Wikipedia	other	40
Physics	Art	other	49
Chemistry	Chemistry	external	49
Mathematics	Sports	link	54
other-internal	Art	other	44
Earth	Literature	other	66
other-external	Physics	link	51
Music	Chemistry	other	52
United_States	English_language	external	50
Sports	Religion	external	53
Chemistry	Music	external	49
United_States	United_States	external	50
Sports	Biology	other	47
Physics	Religion	external	49
Literature	United_States	other	49
other-internal	Religion	external	40
Biology	Earth	external	38
Literature	Technology	other	49
History	Mathematics	link	58
other-search	World_War_II	external	46
United_States	Wikipedia	external	47
Wikipedia	English_language	external	47
Mathematics	Religion	link	47
Technology	Literature	other	59
Science	History	external	56
Main_Page	Science	other	53
other-search	World_War_II	external	66
Main_Page	Biology	other	43
Music	Biology	link	48
World_War_II	Technology	link	48
Main_Page	Religion	external	48
History	Mathematics	external	44
Music	Technology	external	57
Main_Page	Physics	other	42
Literature	Biology	external	52
other-internal	English_language	external	60
World_War_II	Main_Page	external	60
United_States	Sports	link	54
World_War_II	History	other	63
Science	Physics	other	54
other-empty	Science	other	48
Philosophy	United_States	other	56
other-search	World_War_II	other	49
Physics	Chemistry	external	46
Technology	Earth	external	65
Earth	Biology	other	37
other-empty	Wikipedia	other	43
other-internal	Wikipedia	link	47
Chemistry	English_language	link	54
Biology	Sports	link	53
History	Sports	link	52
Philosophy	English_language	external	58
other-search	Art	other	33
Literature	English_language	external	51
Wikipedia	Wikipedia	external	49
United_States	Mathematics	other	53
other-external	Philosophy	link	58
Chemistry	History	other	50
Mathematics	Music	link	63
Biology	Mathematics	other	50
Sports	Religion	link	41
United_States	History	link	57
World_War_II	Sports	other	50
Sports	History	external	55
other-internal	Literature	link	47
World_War_II	Earth	link	49
Art	Art	link	44
Technology	Music	other	48
United_States	Religion	external	56
Earth	English_language	link	44
Philosophy	Mathematics	link	58
History	Geography	link	52
Music	Literature	link	55
other-external	English_language	other	56
Main_Page	Technology	external	48
Geography	Sports	other	48
Geography	Science	external	38
Wikipedia	Sports	other	41
United_States	Music	external	45
Sports	Earth	external	60
Chemistry	Earth	other	49
Literature	Physics	link	45
Literature	Chemistry	link	56
Wikipedia	Biology	external	50
Philosophy	English_language	other	45
Main_Page	Music	other	50
Mathematics	Biology	external	46
Biology	World_War_II	link	54
Science	Technology	external	45
Philosophy	Earth	other	42
Geography	Geography	link	50
other-internal	United_States	link	43
Main_Page	English_language	other	51
other-search	Literature	external	46
Wikipedia	Literature	external	51
Literature	Main_Page	link	54
English_language	Literature	external	55
Geography	Geography	other	42
Science	United_States	other	44
Geography	United_States	other	51
United_States	Literature	external	45
Geography	Literature	link	34
History	Literature	external	50
Wikipedia	Art	link	52
Science	Geography	external	43
World_War_II	Physics	external	56
Main_Page	Main_Page	other	52
Technology	United_States	other	55
Literature	Philosophy	external	44
History	World_War_II	other	50
Earth	Sports	other	57
other-empty	Technology	other	49
other-search	Wikipedia	other	46
Physics	United_States	external	41
English_language	Art	other	47
Science	Physics	link	52
History	Geography	link	49
Literature	History	link	43
Art	Religion	external	43
United_States	Mathematics	link	42
other-internal	Philosophy	link	50
Art	Earth	other	39
Literature	Literature	external	53
Wikipedia	Biology	link	55
Religion	Religion	link	58
Sports	Sports	other	54
Science	Science	link	48
other-search	Main_Page	external	44
Literature	Philosophy	other	59
Biology	Art	other	45
Main_Page	Technology	link	55
World_War_II	Biology	external	48
Main_Page	Art	other	51
World_War_II	Technology	external	45
Music	History	external	38
World_War_II	Chemistry	link	57
United_States	Earth	link	59
other-search	Main_Page	other	50
Music	Art	other	46
Philosophy	Science	external	50
Religion	English_language	external	44
other-external	Biology	link	53
Physics	Technology	link	42
Technology	Mathematics	link	66
other-empty	Earth	external	53
other-empty	History	other	53
Philosophy	Wikipedia	link	56
Philosophy	Literature	link	44
other-search	Biology	external	46
Sports	Philosophy	link	55
Mathematics	Sports	external	44
History	Literature	other	55
World_War_II	Sports	other	47
Art	Mathematics	link	42
Religion	Main_Page	other	39
History	United_States	other	43
Religion	Art	external	45
Earth	English_language	link	46
Earth	Religion	external	66
Biology	Earth	other	50
Geography	Main_Page	external	62
Art	Physics	external	42
Physics	Main_Page	link	43
Chemistry	Sports	external	58
other-empty	Wikipedia	other	40
Religion	English_language	external	44
Chemistry	Science	link	50
Geography	English_language	other	48
Music	History	other	55
Art	English_language	link	52
World_War_II	Biology	other	52
Art	Geography	link	49
History	Philosophy	other	54
Mathematics	Music	external	54
Literature	History	link	41
Technology	Wikipedia	link	47
Main_Page	Technology	external	63
Music	Art	other	61
other-internal	Mathematics	link	45
Literature	Geography	other	47
Science	History	other	41
Art	Geography	other	52
other-search	World_War_II	link	55
Art	History	link	51
Art	Mathematics	other	48
History	Art	other	47
United_States	English_language	other	45
Technology	Music	other	49
Religion	Music	external	47
Biology	English_language	external	62
other-external	Main_Page	external	52
Philosophy	History	other	47
Music	Physics	external	55
History	Earth	external	51
World_War_II	History	link	55
Literature	Physics	link	60
Biology	Geography	external	48
other-search	English_language	link	51
United_States	Music	link	61
Physics	Chemistry	link	48
Earth	Art	external	44
English_language	Wikipedia	other	58
other-empty	Literature	other	53
Biology	Music	link	43
Main_Page	Religion	external	50
Technology	Main_Page	external	39
Music	History	link	43
World_War_II	History	other	56
Geography	History	link	64
World_War_II	Science	link	53
United_States	United_States	external	45
Geography	Main_Page	link	53
History	Technology	external	42
Music	World_War_II	external	50
Mathematics	Geography	external	45
World_War_II	History	link	47
Mathematics	Geography	external	64
other-external	Wikipedia	external	43
other-external	Science	other	56
Literature	History	link	52
Main_Page	World_War_II	other	40
other-internal	Literature	link	52
Physics	Science	external	58
Mathematics	Mathematics	external	58
Earth	Chemistry	link	67
Physics	World_War_II	external	49
English_language	Earth	other	59
Literature	English_language	other	45
Mathematics	United_States	link	54
Geography	Physics	other	50
other-external	Music	external	49
Science	English_language	link	44
Music	Main_Page	link	57
English_language	Art	link	49
Philosophy	Philosophy	other	56
Mathematics	Technology	link	39
Music	Chemistry	other	49
Mathematics	Physics	link	46
Earth	Main_Page	other	66
Art	World_War_II	other	48
Geography	United_States	link	46
Art	Chemistry	other	49
Religion	Geography	other	51
World_War_II	Geography	external	55
Earth	Philosophy	link	45
Earth	Earth	link	62
Geography	Mathematics	other	49
Main_Page	United_States	external	52
other-empty	Science	other	55
Wikipedia	Earth	other	55
Wikipedia	Art	external	53
History	Earth	link	61
Technology	Geography	external	37
Chemistry	Earth	link	56
Sports	United_States	link	43
United_States	Wikipedia	link	51
World_War_II	Sports	other	58
Religion	World_War_II	external	53
other-internal	English_language	link	47
Science	United_States	link	52
Physics	Literature	other	33
Chemistry	Philosophy	other	40
Physics	Art	other	62
English_language	Philosophy	link	58
Art	Wikipedia	external	59
Biology	Art	other	42
English_language	Mathematics	link	44
History	Technology	external	50
Technology	Mathematics	external	58
Geography	Music	external	50
Mathematics	Geography	other	59
Chemistry	English_language	external	49
Science	United_States	external	45
World_War_II	Technology	external	55
Geography	Sports	link	54
Sports	Music	external	57
Literature	Mathematics	link	55
United_States	Earth	other	50
Mathematics	Philosophy	link	48
other-internal	Chemistry	other	49
Technology	Religion	external	48
Music	Technology	external	49
World_War_II	Literature	other	53
Main_Page	Wikipedia	other	61
other-external	History	other	44
other-external	Philosophy	link	47
United_States	History	external	48
other-external	Science	link	34
Earth	Biology	link	41
Physics	Earth	external	37
Wikipedia	Biology	other	55
Literature	Wikipedia	link	48
Science	Literature	link	38
Mathematics	Geography	other	53
Religion	Earth	link	53
Philosophy	Biology	external	48
Art	Geography	external	42
Biology	Earth	other	51
Main_Page	Science	link	51
Mathematics	Philosophy	other	65
Music	English_language	external	50
Geography	English_language	external	45
United_States	World_War_II	other	40
United_States	Biology	external	62
Science	World_War_II	external	61
Wikipedia	Music	external	41
Mathematics	Science	other	56
English_language	Wikipedia	other	61
English_language	Religion	other	63
Art	Geography	link	38
Mathematics	Philosophy	link	46
other-external	Physics	link	57
other-search	World_War_II	other	57
United_States	Physics	external	46
Science	History	external	40
Art	History	other	44
Science	English_language	other	43
Music	Geography	external	52
Philosophy	Sports	link	59
Art	Mathematics	external	51
Wikipedia	Philosophy	link	50
other-external	Physics	external	63
Technology	Main_Page	other	49
Music	Earth	external	50
Art	Music	link	58
Art	History	link	52
Mathematics	World_War_II	other	55
World_War_II	Art	link	53
Art	Chemistry	external	35
Sports	Earth	other	46
English_language	Philosophy	external	48
Sports	Chemistry	other	48
Wikipedia	Wikipedia	external	50
Science	Physics	external	44
Music	Philosophy	other	53
other-search	Earth	external	51
Literature	Chemistry	link	39
United_States	Earth	other	61
other-empty	Geography	other	37
Religion	United_States	other	53
other-search	Main_Page	link	56
Art	United_States	external	49
United_States	Technology	other	56
Biology	Music	link	49
Technology	English_language	link	51
History	Philosophy	external	57
other-empty	United_States	external	48
World_War_II	United_States	other	57
Earth	Earth	external	53
Science	Sports	other	56
Science	Religion	external	51
other-empty	History	link	55
History	Literature	link	44
Science	Biology	other	46
Religion	Biology	external	52
Geography	History	link	50
Mathematics	Technology	other	43
Biology	History	external	48
Science	World_War_II	external	43
English_language	United_States	other	46
Chemistry	English_language	link	47
Biology	Mathematics	other	51
Art	Technology	link	38
other-internal	Biology	other	52
English_language	Chemistry	other	45
Literature	Physics	external	43
Wikipedia	Philosophy	link	40
United_States	Art	external	45
Religion	Wikipedia	other	59
Main_Page	Physics	link	49
United_States	Wikipedia	link	40
other-internal	Sports	external	56
other-internal	Science	external	50
Biology	Chemistry	external	57
Mathematics	Religion	link	44
other-search	United_States	link	54
Literature	Physics	external	46
Philosophy	Earth	link	58
other-internal	World_War_II	other	51
other-search	History	other	36
Religion	Philosophy	other	68
other-external	Mathematics	external	43
Art	Music	external	43
other-internal	History	other	58
Mathematics	English_language	external	44
other-empty	Technology	link	57
Literature	Physics	link	47
History	Technology	external	52
other-external	Technology	other	44
English_language	Philosophy	other	60
Mathematics	Sports	other	49
Wikipedia	Science	link	51
United_States	Music	link	47
Chemistry	Religion	link	43
Literature	Physics	external	66
Wikipedia	Mathematics	link	57
Biology	Science	other	52
United_States	Wikipedia	other	50
