prev	curr	type	n
other-search	Technology	other	1374
History	Biology	external	1402
other-search	World_War_II	other	596
Biology	Literature	link	1638
other-external	Wikipedia	link	1799
English_language	Biology	link	1316
English_language	Chemistry	external	1080
other-empty	Mathematics	other	1519
other-search	Music	other	1698
World_War_II	Mathematics	other	670
other-internal	Chemistry	external	440
World_War_II	Earth	other	1573
Geography	Religion	external	1911
Chemistry	Main_Page	external	1898
other-external	English_language	external	1482
Chemistry	Earth	link	1792
other-search	United_States	link	1677
Chemistry	Literature	link	2080
Religion	Technology	link	584
Main_Page	Literature	link	1034
English_language	Literature	other	1036
other-external	World_War_II	link	1329
World_War_II	Philosophy	link	995
Physics	Mathematics	external	1974
Wikipedia	Religion	link	1696
Earth	Art	external	1563
Biology	Music	external	1058
United_States	English_language	other	973
History	Main_Page	other	881
Religion	Biology	link	859
World_War_II	English_language	link	2076
United_States	Art	other	1814
Mathematics	Physics	link	766
History	Religion	external	2323
English_language	Literature	external	2501
Biology	United_States	external	2173
Religion	Earth	other	1640
Music	Chemistry	other	1891
other-internal	Mathematics	link	725
other-empty	Philosophy	external	2044
Chemistry	Mathematics	other	602
Geography	Wikipedia	external	960
Technology	Wikipedia	link	1543
Literature	World_War_II	other	901
Art	Science	other	965
other-internal	Technology	link	1291
World_War_II	Earth	link	1652
Earth	History	other	1902
Wikipedia	Music	external	1871
History	Literature	link	1765
English_language	Earth	external	2185
Mathematics	Science	link	1635
Chemistry	Art	other	643
Science	Art	other	2202
Religion	United_States	external	1303
Wikipedia	Literature	other	414
Science	Art	external	1525
Philosophy	Music	external	1315
Literature	Technology	link	557
Main_Page	Biology	link	2189
English_language	Literature	external	963
other-empty	Geography	link	656
Mathematics	Earth	link	583
English_language	Science	other	2485
Chemistry	Geography	link	1725
Chemistry	Earth	link	2074
Art	Philosophy	link	1104
Music	Science	link	821
other-search	United_States	external	749
United_States	Earth	other	2804
Geography	Main_Page	external	1452
Earth	Earth	other	3030
United_States	Biology	external	2035
Main_Page	Sports	other	1783
other-internal	Wikipedia	other	1283
Music	Technology	other	3062
other-search	History	link	539
United_States	Chemistry	external	1477
other-external	Wikipedia	link	578
United_States	United_States	external	1405
English_language	Main_Page	external	516
Art	Technology	external	1341
Technology	Mathematics	link	1927
History	World_War_II	link	2414
Sports	Sports	external	2575
Literature	Literature	other	1139
Geography	Wikipedia	link	1068
Religion	Biology	link	1870
Science	Science	other	2806
Sports	Wikipedia	other	2273
Biology	Religion	external	1355
World_War_II	World_War_II	other	1337
Geography	Science	other	1533
Sports	Technology	link	2060
other-internal	Sports	link	2354
Physics	Earth	external	1028
Physics	Religion	external	1436
Sports	Science	link	1488
Physics	History	external	1142
Sports	Wikipedia	link	1428
United_States	Literature	other	2075
Earth	Sports	other	871
History	World_War_II	link	863
Technology	Religion	other	2926
Main_Page	Technology	other	1270
Earth	Music	external	43
Science	Science	external	39
Sports	Literature	external	50
Physics	Literature	other	53
Physics	Philosophy	external	40
other-external	Main_Page	link	43
other-internal	Wikipedia	external	43
World_War_II	History	external	70
World_War_II	World_War_II	link	51
Chemistry	Physics	external	52
other-internal	Main_Page	external	61
Art	Science	other	57
Literature	World_War_II	other	40
other-search	Sports	link	61
Biology	Biology	other	46
other-external	History	other	34
Biology	Music	external	69
Main_Page	Earth	external	51
Science	World_War_II	link	56
Biology	Geography	link	30
Science	Technology	link	43
other-external	Geography	link	43
Literature	Literature	external	48
History	United_States	external	47
Literature	Science	external	67
World_War_II	Physics	other	39
Sports	Art	link	57
other-internal	Chemistry	other	50
other-search	Literature	other	54
Religion	Wikipedia	link	46
other-internal	Chemistry	external	61
Chemistry	Music	other	71
Geography	Sports	other	60
Biology	Philosophy	link	59
other-external	Music	link	33
Art	Earth	other	64
Geography	Chemistry	other	56
Biology	Sports	link	52
Art	Main_Page	link	52
Sports	United_States	other	53
other-empty	English_language	other	50
Main_Page	Sports	other	61
Main_Page	Physics	other	46
Philosophy	Literature	other	54
World_War_II	Art	other	43
Earth	World_War_II	external	41
Physics	Science	link	42
Philosophy	Sports	link	43
United_States	Music	other	47
Music	Science	link	70
other-internal	Earth	other	58
Physics	Geography	other	44
World_War_II	Music	link	61
Science	English_language	link	54
Music	Physics	external	31
History	Mathematics	link	54
Geography	Earth	external	52
other-empty	United_States	link	47
Wikipedia	Main_Page	external	68
Earth	History	link	71
other-search	Art	link	50
Chemistry	Main_Page	external	40
Science	Sports	link	51
Sports	Physics	link	53
History	Wikipedia	external	48
other-search	Music	external	55
English_language	Earth	other	57
Sports	Technology	link	45
English_language	Geography	other	42
History	Science	external	65
Geography	United_States	link	58
other-search	Philosophy	link	51
other-internal	Philosophy	other	77
Science	Geography	link	43
Literature	Science	external	42
other-empty	World_War_II	other	45
World_War_II	Religion	other	43
English_language	Sports	other	82
Sports	Sports	link	54
Main_Page	Technology	link	64
Wikipedia	Science	external	48
other-empty	Biology	external	42
Literature	Science	external	54
Main_Page	Wikipedia	link	50
Sports	Biology	external	55
Literature	Technology	other	40
other-internal	Music	external	68
Philosophy	Philosophy	link	76
Art	Main_Page	link	43
Chemistry	Chemistry	external	46
Wikipedia	United_States	other	43
Art	Technology	external	54
World_War_II	Art	other	49
Art	United_States	other	56
other-search	Religion	other	61
Chemistry	Philosophy	external	43
Philosophy	History	link	48
Science	Physics	link	47
Technology	Philosophy	link	66
Literature	Mathematics	external	64
United_States	Philosophy	other	56
Philosophy	Wikipedia	other	47
Art	Main_Page	external	39
Geography	United_States	other	57
Earth	Physics	link	44
Science	Music	external	58
History	History	link	43
Main_Page	Art	other	46
Earth	English_language	link	66
World_War_II	Art	external	50
History	Chemistry	link	47
Main_Page	Philosophy	link	51
Philosophy	History	other	49
other-internal	Mathematics	external	37
Religion	Mathematics	external	54
United_States	History	link	57
Art	Philosophy	other	42
Wikipedia	English_language	link	54
World_War_II	Sports	other	67
Literature	Biology	link	73
History	United_States	external	60
Main_Page	Physics	link	55
Chemistry	Sports	other	61
English_language	Literature	external	45
Science	Geography	other	46
English_language	Sports	external	50
Literature	Science	link	49
Wikipedia	Mathematics	other	42
other-empty	Sports	external	54
Earth	Wikipedia	link	39
Main_Page	Science	external	85
Religion	History	other	67
Chemistry	Music	link	53
Music	Music	external	52
other-internal	Literature	external	71
other-external	English_language	other	37
other-search	Art	other	71
Literature	World_War_II	other	62
other-external	Art	link	49
Biology	Mathematics	external	49
English_language	Chemistry	other	52
World_War_II	English_language	external	51
Wikipedia	United_States	link	44
Literature	Biology	link	49
other-empty	Music	link	36
Literature	United_States	link	54
Music	Music	external	40
World_War_II	Wikipedia	external	66
Art	Earth	external	58
World_War_II	History	link	57
Music	World_War_II	other	50
Chemistry	Mathematics	external	49
Art	Literature	external	58
other-search	Geography	link	58
Chemistry	Geography	link	54
Technology	Literature	link	37
World_War_II	Geography	external	34
Philosophy	Art	other	44
Literature	Science	other	52
other-search	Technology	external	55
Chemistry	History	external	63
Earth	Literature	external	46
Mathematics	Art	link	45
Literature	Physics	link	28
Mathematics	Science	external	35
Main_Page	Earth	other	48
other-search	Sports	link	55
other-external	Biology	other	37
other-empty	United_States	external	64
Sports	Earth	other	68
United_States	Geography	other	51
other-empty	History	external	46
Earth	Mathematics	link	48
World_War_II	Technology	external	45
History	Science	external	48
Religion	Wikipedia	external	70
Main_Page	Literature	link	72
Earth	World_War_II	other	40
Religion	Technology	link	37
other-external	Biology	link	52
Philosophy	World_War_II	external	42
United_States	Art	other	36
Geography	Mathematics	link	53
Literature	English_language	external	51
Literature	Geography	external	42
other-internal	Wikipedia	link	53
other-internal	Mathematics	external	36
Religion	Sports	link	47
Sports	English_language	external	40
Art	Mathematics	link	44
Chemistry	Geography	external	47
other-external	Technology	external	44
History	Philosophy	external	52
Technology	Mathematics	link	42
Religion	Wikipedia	link	53
Literature	Philosophy	other	59
Main_Page	Mathematics	other	64
other-empty	World_War_II	link	45
Wikipedia	Geography	link	56
Religion	Earth	external	57
Music	History	link	39
other-internal	English_language	external	37
World_War_II	Geography	external	55
Science	Geography	other	67
English_language	Philosophy	external	62
Geography	English_language	link	55
other-internal	World_War_II	other	63
other-external	History	link	44
Geography	Earth	external	60
Main_Page	Philosophy	external	51
Science	United_States	other	50
World_War_II	Music	external	44
other-search	Earth	external	51
Biology	History	other	44
other-empty	Main_Page	link	35
other-external	World_War_II	other	44
Geography	Literature	link	48
Literature	English_language	external	58
Physics	Physics	external	46
Earth	Chemistry	other	55
other-external	Literature	link	57
Biology	Music	external	42
Chemistry	Earth	external	37
Wikipedia	Earth	other	58
Literature	English_language	other	51
other-external	Sports	other	45
United_States	English_language	other	45
Technology	Mathematics	other	45
Biology	United_States	other	44
Physics	Art	link	57
Chemistry	Wikipedia	link	55
Art	Sports	external	43
Philosophy	Geography	external	68
Geography	English_language	external	37
Technology	Biology	external	55
Religion	Philosophy	other	46
United_States	Sports	external	65
World_War_II	Literature	external	42
Wikipedia	Technology	other	44
History	Science	link	44
World_War_II	Earth	other	53
Sports	Chemistry	external	48
Religion	Literature	link	58
other-internal	Chemistry	link	41
English_language	Wikipedia	link	57
Religion	Sports	other	55
Wikipedia	Physics	external	49
Literature	Religion	other	58
World_War_II	Religion	other	66
History	English_language	link	34
Literature	Main_Page	other	44
Main_Page	Sports	other	44
other-external	Physics	external	40
other-empty	Music	other	46
Biology	Physics	link	51
History	United_States	other	59
Physics	Mathematics	external	56
English_language	Physics	external	60
Technology	Earth	external	52
Religion	Art	link	57
Physics	Chemistry	other	60
Physics	Science	link	43
Mathematics	Biology	link	54
Technology	Sports	other	44
Sports	Science	external	41
Wikipedia	Literature	external	49
World_War_II	Physics	link	35
Music	Science	external	48
Religion	Music	other	49
History	Literature	link	41
Chemistry	Biology	link	50
Biology	Literature	other	58
Biology	Chemistry	other	47
other-external	World_War_II	external	56
Geography	Music	other	40
Sports	Technology	other	60
United_States	History	external	54
Main_Page	Music	link	66
Earth	Literature	external	29
Science	Geography	other	55
World_War_II	Main_Page	other	56
Technology	Science	link	46
other-search	Mathematics	external	46
Physics	Mathematics	link	40
Art	Science	external	41
World_War_II	Art	external	52
World_War_II	United_States	other	63
Religion	Literature	link	47
other-external	Religion	link	44
World_War_II	Geography	external	63
Science	Science	other	42
Chemistry	Religion	link	47
other-internal	Music	external	33
other-empty	Chemistry	link	66
Chemistry	Music	external	62
Earth	Philosophy	external	46
Biology	Mathematics	external	58
other-internal	Physics	link	59
Earth	Technology	external	41
Religion	Biology	link	62
Technology	Chemistry	other	37
Mathematics	Geography	link	40
History	Sports	other	56
Earth	Wikipedia	link	51
Religion	Literature	external	45
other-external	Philosophy	external	32
Science	Technology	other	39
Music	Geography	link	37
Science	Main_Page	external	58
Art	Religion	external	57
Main_Page	Philosophy	other	47
History	Music	other	42
Earth	Music	external	37
Science	Literature	external	58
Physics	United_States	other	73
Physics	Mathematics	other	66
Main_Page	Literature	other	57
Religion	Physics	external	35
Main_Page	Technology	external	47
Technology	History	other	52
Music	Religion	link	41
Literature	Art	other	44
Religion	Main_Page	link	49
Literature	Religion	link	37
other-search	World_War_II	link	64
Art	Main_Page	link	35
Biology	Technology	other	64
Earth	United_States	link	43
Geography	Religion	link	59
United_States	Biology	external	51
Biology	Technology	external	48
Sports	Physics	other	48
Main_Page	Biology	external	42
United_States	Technology	other	42
Philosophy	Science	other	41
United_States	Biology	other	48
Chemistry	Art	link	48
other-external	Technology	external	50
Literature	Main_Page	other	43
Chemistry	Religion	external	35
English_language	Main_Page	other	55
Main_Page	United_States	external	55
Biology	Technology	link	53
other-internal	Chemistry	link	59
other-empty	Biology	external	53
Earth	Physics	other	65
United_States	Technology	link	64
Main_Page	Physics	other	58
English_language	Chemistry	link	42
Geography	Religion	other	62
other-internal	Sports	other	48
Technology	Earth	link	41
other-external	English_language	other	42
Chemistry	Art	other	48
Art	Music	external	63
Music	History	link	39
Science	Technology	link	53
Geography	Science	other	47
other-empty	Sports	external	39
Literature	Technology	link	47
Literature	History	external	50
Science	World_War_II	other	50
Wikipedia	Geography	external	55
other-external	Wikipedia	link	46
Physics	Main_Page	link	34
Geography	Physics	link	54
Geography	Main_Page	external	54
Chemistry	Physics	link	37
Sports	Philosophy	external	50
Biology	Music	external	48
other-search	United_States	external	54
Mathematics	English_language	external	58
Chemistry	History	external	44
Philosophy	Religion	external	43
Literature	Mathematics	external	56
Philosophy	Literature	other	44
other-external	Biology	other	55
Music	Philosophy	link	43
Physics	English_language	link	46
Technology	United_States	link	54
Sports	Religion	other	56
other-empty	History	link	59
other-empty	Wikipedia	external	53
Biology	United_States	link	44
Main_Page	World_War_II	other	39
Mathematics	Technology	link	35
Art	Mathematics	external	52
Geography	World_War_II	link	58
other-empty	Biology	other	45
Music	Mathematics	external	47
Sports	World_War_II	other	51
Geography	Sports	other	56
Wikipedia	Technology	external	45
other-external	Chemistry	link	65
Physics	Art	external	54
Chemistry	Technology	link	52
Literature	Geography	external	44
other-empty	Music	external	37
Mathematics	Mathematics	link	41
Technology	Sports	external	56
Science	World_War_II	link	41
Philosophy	Religion	other	46
Geography	Philosophy	other	45
History	Science	external	46
English_language	Music	external	51
Physics	Earth	link	43
Main_Page	Main_Page	link	51
Physics	Mathematics	link	56
Chemistry	Geography	link	70
Physics	Technology	other	64
other-external	Chemistry	other	50
Sports	Literature	link	66
Geography	Mathematics	other	42
Music	Art	link	68
other-internal	Religion	external	43
Art	Technology	link	69
Sports	Main_Page	external	47
other-search	Chemistry	external	45
Art	Sports	other	45
Main_Page	Literature	other	52
Mathematics	Technology	external	63
other-search	World_War_II	link	50
Earth	Geography	link	64
Mathematics	Mathematics	link	56
other-external	Chemistry	link	42
other-external	Geography	external	30
Music	Mathematics	other	63
other-search	Geography	external	60
English_language	Main_Page	link	50
United_States	Physics	external	52
History	Music	other	52
United_States	Main_Page	link	52
Geography	Wikipedia	other	59
Wikipedia	English_language	external	54
Science	United_States	external	60
Religion	Art	other	36
Technology	World_War_II	external	40
Philosophy	Philosophy	other	68
other-internal	Religion	link	46
other-search	Technology	link	45
other-external	Chemistry	link	38
other-search	Music	link	57
Chemistry	Geography	other	55
Technology	Biology	other	47
Art	Sports	external	56
Science	Literature	link	64
Chemistry	United_States	link	37
English_language	Technology	link	47
Main_Page	Technology	link	54
Mathematics	Art	external	37
Biology	World_War_II	link	43
Technology	United_States	link	40
Literature	History	external	37
Technology	Philosophy	other	52
Literature	History	other	58
Geography	Literature	external	44
other-empty	History	other	40
Technology	History	link	51
other-search	Art	other	55
Wikipedia	Mathematics	other	43
Earth	English_language	external	39
Music	World_War_II	link	55
Religion	Philosophy	link	55
Earth	Physics	external	42
History	Chemistry	link	48
other-search	Physics	other	40
Biology	Earth	external	44
other-internal	Literature	external	59
English_language	Main_Page	other	42
Art	Mathematics	link	45
other-external	Geography	link	38
Art	Art	link	64
Technology	Religion	link	54
World_War_II	Wikipedia	link	57
Earth	United_States	external	49
Religion	English_language	link	49
Main_Page	Philosophy	external	39
United_States	Technology	link	50
Geography	Science	external	66
Art	Philosophy	external	35
Literature	Sports	link	47
Biology	Technology	external	54
Philosophy	Main_Page	link	61
Sports	United_States	link	34
other-internal	Religion	link	56
Biology	Mathematics	link	37
other-internal	Wikipedia	external	64
World_War_II	Sports	other	53
World_War_II	English_language	link	32
Sports	Geography	link	47
Main_Page	Physics	other	45
other-empty	Religion	other	53
Literature	Science	external	46
English_language	Philosophy	external	48
Physics	Science	other	32
Physics	Art	external	50
Philosophy	Art	other	49
other-search	Geography	link	45
other-empty	Wikipedia	other	50
Philosophy	Philosophy	external	44
Wikipedia	Wikipedia	link	53
Mathematics	Earth	other	39
History	Main_Page	other	52
Technology	Philosophy	external	41
Literature	Wikipedia	external	58
Wikipedia	Physics	external	45
Philosophy	United_States	other	60
History	Earth	external	43
Sports	Philosophy	external	37
Music	Literature	external	37
Wikipedia	Mathematics	link	53
Biology	Biology	external	52
Biology	Main_Page	external	42
Chemistry	Wikipedia	external	39
Music	Main_Page	external	40
Chemistry	English_language	external	52
Religion	Main_Page	external	45
other-search	Sports	external	55
World_War_II	Wikipedia	external	39
other-internal	Main_Page	external	41
Main_Page	Literature	external	52
Main_Page	Earth	other	62
World_War_II	World_War_II	other	52
Philosophy	Technology	external	53
English_language	Sports	other	45
Main_Page	Biology	link	43
Sports	Earth	link	37
Mathematics	Earth	other	44
Science	History	other	40
other-search	History	other	47
Music	Physics	external	58
Literature	Earth	link	58
Biology	Religion	link	35
World_War_II	Earth	link	43
Sports	Music	other	35
World_War_II	Sports	external	50
other-empty	Science	external	63
Music	Wikipedia	external	54
Literature	Technology	other	59
United_States	Chemistry	link	54
other-external	Literature	other	59
Sports	Physics	other	36
Physics	Biology	other	55
Main_Page	History	link	69
Mathematics	Technology	other	57
Chemistry	Art	link	42
English_language	History	external	36
History	World_War_II	external	64
other-search	Wikipedia	external	51
Religion	Mathematics	external	42
Sports	Geography	other	61
Earth	Science	external	49
Biology	Literature	other	47
Biology	Biology	external	42
World_War_II	Wikipedia	link	39
Art	World_War_II	link	39
other-internal	World_War_II	external	33
Music	United_States	other	41
other-external	Sports	external	57
Chemistry	Mathematics	external	47
Main_Page	Science	link	58
History	World_War_II	other	44
other-internal	Mathematics	link	46
Chemistry	United_States	external	51
History	Technology	link	44
other-external	Geography	other	50
other-internal	World_War_II	other	44
World_War_II	Literature	other	58
Science	Chemistry	external	40
Art	Mathematics	external	51
Religion	Wikipedia	link	37
Chemistry	Main_Page	external	34
Music	Biology	other	49
Geography	Chemistry	link	38
Sports	Earth	link	54
Physics	Wikipedia	link	64
Geography	United_States	external	44
Religion	Chemistry	other	42
Wikipedia	Literature	external	41
Geography	United_States	link	46
Physics	Literature	link	31
World_War_II	Main_Page	link	64
Art	Philosophy	link	43
other-external	Chemistry	external	53
Art	English_language	other	67
other-internal	Chemistry	other	52
Technology	Geography	other	39
English_language	Biology	external	66
United_States	Literature	external	53
Wikipedia	Mathematics	external	42
Philosophy	Music	external	64
World_War_II	Chemistry	link	56
Physics	Music	other	38
Literature	Mathematics	other	58
Mathematics	World_War_II	external	55
other-internal	Religion	link	51
Philosophy	Main_Page	other	56
Biology	World_War_II	link	36
United_States	Geography	link	54
Biology	United_States	link	50
Earth	Philosophy	other	36
Art	Music	link	50
Art	Sports	other	77
other-external	Religion	other	52
World_War_II	Religion	other	49
Biology	History	other	39
United_States	Literature	external	58
other-external	World_War_II	other	61
other-empty	English_language	external	38
Mathematics	Philosophy	link	43
Mathematics	Geography	external	33
other-empty	English_language	external	41
Geography	Religion	link	75
Wikipedia	Wikipedia	other	31
Physics	Literature	external	55
Technology	Biology	external	42
Main_Page	United_States	other	47
Art	Wikipedia	external	49
Philosophy	United_States	link	59
History	Earth	external	47
Art	Science	external	60
Science	Philosophy	external	57
Science	Earth	link	31
other-external	Main_Page	external	54
other-empty	Literature	link	53
World_War_II	United_States	link	59
Science	Physics	other	56
Technology	Music	other	43
Philosophy	Music	external	65
Art	Sports	link	46
Physics	Technology	link	59
Main_Page	Earth	link	39
Philosophy	Earth	link	45
Music	History	link	53
Chemistry	History	external	64
Physics	Mathematics	other	39
History	Literature	other	33
other-external	Religion	other	45
Science	Science	other	65
Religion	Philosophy	link	58
Literature	Philosophy	other	40
United_States	Literature	other	57
other-empty	Art	external	56
other-internal	Mathematics	external	29
Earth	Chemistry	other	29
other-search	Science	external	57
Chemistry	Technology	external	51
Physics	Physics	other	51
Religion	Religion	link	58
Religion	United_States	link	48
Wikipedia	English_language	external	49
Technology	Mathematics	external	57
Science	Chemistry	external	44
Earth	Religion	other	46
Technology	Geography	other	52
Sports	Chemistry	external	42
other-empty	English_language	external	47
Religion	Philosophy	external	48
Technology	Science	external	47
Science	Chemistry	link	52
Main_Page	Chemistry	other	59
Wikipedia	Religion	external	43
Literature	Mathematics	other	58
Chemistry	Earth	link	39
Wikipedia	English_language	link	43
Main_Page	History	other	42
Music	History	other	52
Literature	Science	external	54
Chemistry	World_War_II	link	39
Art	United_States	other	53
other-search	Earth	external	46
other-external	Music	other	44
Chemistry	Mathematics	link	55
World_War_II	History	external	37
Physics	Music	other	47
Biology	Geography	external	66
Science	Science	link	57
Science	Philosophy	external	45
Chemistry	Philosophy	link	50
Sports	Chemistry	other	47
United_States	Mathematics	other	61
English_language	Religion	other	47
other-external	Physics	external	38
Sports	Music	link	50
Biology	Sports	other	67
History	Technology	external	52
Art	English_language	link	42
English_language	History	external	42
Physics	Sports	external	45
Chemistry	History	link	41
Mathematics	Mathematics	other	49
Technology	Main_Page	external	65
Religion	Religion	link	37
Mathematics	Philosophy	other	44
Earth	Mathematics	external	47
Biology	Mathematics	link	34
Technology	Literature	link	63
Science	World_War_II	other	83
other-external	Geography	external	58
Sports	Sports	other	53
United_States	Literature	link	48
Music	English_language	link	45
Biology	World_War_II	other	44
other-search	Mathematics	external	39
other-internal	Chemistry	other	56
other-search	Wikipedia	external	54
English_language	Technology	external	53
Science	Technology	external	57
English_language	Music	external	34
Religion	Technology	other	53
Science	Science	external	55
other-empty	Main_Page	link	36
other-internal	Sports	external	31
Literature	Science	link	54
other-empty	Mathematics	external	55
Geography	Music	external	43
Music	Geography	external	75
History	Art	external	45
Religion	United_States	link	30
Wikipedia	Music	external	62
Literature	Mathematics	other	47
other-internal	Biology	other	55
Sports	Chemistry	other	43
Chemistry	Philosophy	link	55
History	Mathematics	link	39
Religion	United_States	external	54
Sports	Music	other	58
Physics	Chemistry	link	43
Music	World_War_II	link	52
Technology	Chemistry	other	62
Art	Main_Page	link	36
Wikipedia	History	external	35
Biology	Main_Page	other	38
Main_Page	Music	other	62
Sports	Geography	other	53
Sports	Wikipedia	external	72
Physics	Technology	link	65
other-empty	Wikipedia	link	48
other-search	Biology	link	40
other-internal	Chemistry	link	59
Science	English_language	link	54
Sports	Mathematics	link	51
World_War_II	Sports	other	47
United_States	Art	external	26
other-external	Philosophy	external	63
World_War_II	Philosophy	external	52
Main_Page	Literature	external	55
Literature	Earth	external	51
Religion	World_War_II	other	71
Biology	Sports	external	59
Religion	Technology	link	62
Religion	Earth	other	34
World_War_II	Music	other	47
English_language	Art	external	48
Physics	Music	link	58
Earth	Chemistry	other	36
Art	English_language	link	49
Physics	Geography	link	51
Main_Page	Music	link	51
Physics	World_War_II	link	62
English_language	World_War_II	other	51
Literature	Chemistry	other	56
Earth	Literature	other	56
other-empty	Sports	external	52
Physics	Main_Page	other	39
Geography	United_States	link	47
Music	Philosophy	other	47
Music	Physics	external	64
other-external	Physics	external	40
Biology	Geography	external	53
Physics	World_War_II	link	42
Wikipedia	Art	external	49
Technology	Chemistry	external	45
Art	Earth	external	47
other-external	Science	other	46
Art	Technology	link	60
Religion	Earth	external	48
Sports	Science	link	29
Literature	Physics	other	63
Religion	Art	external	59
Main_Page	Science	link	53
Chemistry	English_language	external	37
Science	Geography	external	55
Science	Main_Page	link	37
Science	Main_Page	link	36
other-internal	Music	link	68
World_War_II	Wikipedia	external	41
other-internal	Earth	external	38
Physics	Main_Page	link	42
Wikipedia	World_War_II	link	61
Earth	Philosophy	external	44
United_States	World_War_II	other	44
other-empty	Mathematics	other	40
Philosophy	Mathematics	external	46
Earth	Religion	link	56
Technology	Physics	link	46
Mathematics	Geography	link	49
other-empty	Sports	link	44
United_States	Geography	link	68
Art	Main_Page	external	40
Philosophy	History	external	66
Science	Chemistry	other	42
History	Biology	external	32
Wikipedia	Sports	external	56
Sports	Philosophy	other	33
Wikipedia	Music	link	46
Mathematics	Mathematics	external	53
Technology	Geography	other	55
other-external	World_War_II	other	39
United_States	Earth	link	67
Chemistry	Science	external	49
other-internal	English_language	external	46
English_language	United_States	link	51
Mathematics	Earth	link	36
Chemistry	English_language	link	42
Music	Geography	other	48
Philosophy	Technology	external	60
United_States	Main_Page	link	57
Science	World_War_II	other	45
United_States	Main_Page	link	55
Science	World_War_II	external	37
other-search	Geography	external	62
Main_Page	Biology	link	42
other-internal	Main_Page	other	37
