prev	curr	type	n
Main_Page	Sports	other	49
Sports	Mathematics	other	42
History	Earth	external	37
Music	Sports	external	36
Music	Religion	link	60
Main_Page	Earth	external	50
Biology	History	other	60
Religion	Physics	other	62
Biology	Geography	external	47
Art	Music	external	43
Chemistry	Science	other	50
other-empty	Geography	external	56
Literature	Earth	external	54
Geography	Sports	external	48
Wikipedia	Art	external	42
Main_Page	Physics	external	48
Biology	Sports	external	44
other-empty	Physics	link	60
Biology	Earth	link	43
Biology	Earth	other	50
other-empty	Mathematics	link	60
other-empty	Music	link	57
History	Earth	link	50
Main_Page	Art	other	54
other-search	Mathematics	other	55
World_War_II	Chemistry	link	62
Wikipedia	Art	other	52
Music	Wikipedia	link	46
other-search	Geography	link	42
Religion	History	link	57
other-internal	Earth	link	49
United_States	Geography	link	61
Biology	World_War_II	link	48
Technology	Sports	link	46
World_War_II	United_States	other	38
English_language	Music	external	42
Religion	Mathematics	other	51
United_States	Main_Page	other	45
Music	Science	external	50
Religion	Geography	external	37
Mathematics	English_language	link	48
Chemistry	Art	other	43
other-external	World_War_II	link	44
Wikipedia	Chemistry	link	59
Philosophy	Wikipedia	other	49
World_War_II	Music	link	38
other-external	World_War_II	link	42
Geography	Sports	external	54
Chemistry	Mathematics	other	53
World_War_II	Literature	link	44
Biology	English_language	link	64
Chemistry	Music	other	47
Physics	Sports	other	40
Philosophy	Earth	other	46
Science	Literature	external	40
Main_Page	Philosophy	other	41
Earth	Music	link	59
Physics	Physics	other	50
Mathematics	History	link	50
Physics	Religion	external	48
Religion	Earth	other	61
Biology	Biology	link	40
other-internal	English_language	link	58
Religion	Physics	link	42
Music	History	external	46
Philosophy	Mathematics	link	41
other-internal	Mathematics	other	54
World_War_II	World_War_II	other	46
Sports	Music	link	30
other-external	Philosophy	link	57
Art	History	other	46
Mathematics	Mathematics	other	49
Sports	United_States	external	41
other-empty	Sports	link	54
Mathematics	Biology	external	51
Sports	Earth	external	43
Sports	Earth	other	55
Technology	Science	external	61
Religion	Sports	link	54
Literature	Art	external	60
English_language	Religion	external	51
other-empty	Religion	external	53
other-empty	Main_Page	other	54
Main_Page	Physics	link	48
Main_Page	Main_Page	other	46
Technology	Chemistry	link	43
Wikipedia	Technology	link	37
other-empty	Sports	link	33
World_War_II	Science	link	60
Biology	Biology	other	61
Wikipedia	Science	other	54
Earth	World_War_II	other	43
Science	Geography	link	43
Geography	Philosophy	link	53
Literature	Sports	link	52
Biology	Music	external	35
Mathematics	Music	link	48
Sports	Geography	external	47
World_War_II	Sports	external	45
Music	Main_Page	other	50
Science	History	external	49
Mathematics	Physics	external	63
other-external	History	other	54
Biology	Religion	link	46
Main_Page	History	other	52
Physics	World_War_II	external	50
English_language	Science	other	44
Music	Chemistry	other	47
Art	Physics	external	46
Main_Page	English_language	link	51
Chemistry	Geography	external	49
Physics	Religion	link	65
Philosophy	Literature	other	47
English_language	Literature	other	45
Technology	Physics	external	51
Science	Earth	link	48
other-search	United_States	link	46
Physics	Chemistry	external	39
Philosophy	Physics	other	49
other-empty	Science	external	55
Wikipedia	Literature	other	51
Science	Philosophy	link	59
Sports	Physics	external	38
History	Religion	other	53
Religion	Literature	link	53
Chemistry	Religion	other	35
Wikipedia	Science	external	55
World_War_II	Geography	other	44
Religion	Main_Page	external	53
other-empty	Religion	external	64
Chemistry	Religion	external	52
Physics	United_States	external	60
Biology	Sports	external	53
Art	Chemistry	link	38
Chemistry	Mathematics	external	51
Literature	English_language	link	57
other-external	Religion	link	56
United_States	United_States	link	64
English_language	Earth	other	50
Biology	United_States	external	50
Wikipedia	Technology	link	37
Geography	Geography	link	48
Philosophy	Physics	other	51
Music	Technology	link	47
Philosophy	Wikipedia	other	53
Technology	Main_Page	link	38
United_States	Sports	link	39
Biology	United_States	link	52
Philosophy	Music	link	54
Earth	Mathematics	link	42
Physics	Geography	external	45
Science	Science	link	57
Technology	Science	other	40
Music	Philosophy	other	46
Physics	Religion	other	53
other-internal	Main_Page	link	47
other-internal	Sports	link	61
Art	Religion	external	41
Sports	United_States	external	55
Main_Page	Physics	other	43
Wikipedia	Physics	external	40
other-search	English_language	link	50
Chemistry	Philosophy	link	48
Chemistry	Earth	link	56
Music	Physics	link	54
Biology	Religion	external	49
Earth	Sports	external	36
Music	Technology	other	45
Chemistry	History	other	45
Earth	Main_Page	link	52
Biology	Religion	external	38
Physics	Literature	other	45
Music	English_language	link	48
Science	Main_Page	external	48
Biology	Technology	link	52
Technology	Science	link	36
Biology	Technology	link	58
World_War_II	World_War_II	link	43
Music	Technology	link	50
Geography	English_language	external	43
Chemistry	Music	other	47
United_States	History	other	54
History	History	link	50
Mathematics	Main_Page	other	65
Technology	Science	link	50
Mathematics	Biology	external	46
other-internal	History	link	46
other-internal	Sports	link	52
other-internal	Geography	other	59
Geography	Physics	link	47
Sports	Mathematics	external	35
Sports	Religion	external	52
Wikipedia	English_language	external	49
Earth	Technology	other	59
English_language	United_States	other	52
Geography	Geography	link	47
Wikipedia	Art	external	45
Technology	Sports	other	56
Physics	Sports	link	52
Philosophy	United_States	other	60
History	United_States	other	56
History	Wikipedia	external	44
other-internal	Mathematics	external	28
Wikipedia	Physics	link	38
Music	Philosophy	other	64
other-search	Physics	other	54
Wikipedia	Literature	other	66
Technology	Main_Page	external	57
Geography	Science	link	39
other-search	Sports	other	47
Sports	Philosophy	link	44
Biology	Geography	other	49
English_language	United_States	external	53
Music	United_States	external	49
other-empty	Science	other	46
History	Music	link	53
other-empty	Biology	other	40
Wikipedia	Science	link	52
Physics	Earth	external	40
Physics	English_language	other	63
other-internal	Technology	link	38
History	Philosophy	link	45
Biology	Earth	external	57
United_States	English_language	external	48
other-internal	Physics	external	44
Sports	Chemistry	link	48
other-search	Geography	other	61
Main_Page	Main_Page	link	47
Wikipedia	Biology	other	39
Chemistry	Main_Page	external	48
Earth	Music	external	53
Earth	Chemistry	link	54
Mathematics	Science	external	44
Religion	Literature	other	62
English_language	Philosophy	link	53
Science	Earth	external	59
Main_Page	Philosophy	other	61
Chemistry	World_War_II	external	41
other-search	Technology	link	60
English_language	Religion	link	54
Wikipedia	United_States	other	52
Mathematics	Art	external	65
Earth	History	link	46
other-empty	Chemistry	link	46
Physics	Physics	link	56
Mathematics	Music	other	53
Earth	Mathematics	external	56
other-empty	Earth	other	52
Chemistry	Literature	external	49
Music	Literature	external	47
Chemistry	English_language	external	50
Science	Chemistry	external	34
World_War_II	History	link	56
Science	Wikipedia	other	49
English_language	Physics	other	47
English_language	Physics	other	48
Geography	Music	external	48
Earth	Wikipedia	link	43
English_language	History	other	49
English_language	Main_Page	link	58
Science	English_language	link	50
History	Science	other	67
Technology	English_language	other	40
Religion	Religion	link	72
other-search	Earth	link	46
other-search	Chemistry	link	59
Biology	Physics	link	39
other-internal	Music	external	55
Wikipedia	English_language	link	45
Literature	Technology	other	58
English_language	Main_Page	other	38
other-external	History	link	59
Philosophy	Literature	external	35
English_language	Main_Page	other	65
Literature	Earth	link	43
other-empty	Biology	link	47
other-empty	Art	external	45
Main_Page	Science	link	47
Biology	Mathematics	other	50
other-external	Chemistry	link	54
Literature	Music	link	51
Earth	Science	link	56
History	Religion	external	48
Literature	Biology	external	42
Philosophy	Geography	other	52
World_War_II	United_States	external	54
Science	Main_Page	other	51
United_States	Biology	external	53
Philosophy	United_States	link	51
other-search	Art	external	60
Earth	Art	other	49
Technology	Biology	link	51
other-external	Main_Page	link	60
Sports	Music	other	52
Main_Page	Wikipedia	other	51
Sports	Philosophy	other	39
Chemistry	United_States	other	47
Science	Philosophy	other	47
World_War_II	Music	link	44
other-empty	World_War_II	external	55
History	Technology	link	42
History	Wikipedia	other	43
Science	History	other	41
Music	Earth	other	55
History	Science	external	61
Music	Chemistry	other	50
Geography	World_War_II	link	53
United_States	Technology	link	46
Sports	History	external	48
other-internal	Main_Page	other	57
other-external	Music	link	42
Wikipedia	English_language	external	37
Sports	Earth	link	61
Art	Geography	link	48
Technology	Main_Page	other	70
Mathematics	Geography	external	40
Geography	Mathematics	external	49
other-empty	Music	external	52
other-internal	Physics	link	33
World_War_II	Literature	link	56
Mathematics	Biology	other	39
other-search	World_War_II	external	59
World_War_II	Geography	link	52
other-empty	Music	external	52
Art	Wikipedia	other	60
Physics	Science	other	58
Chemistry	Music	external	55
Wikipedia	Chemistry	external	51
World_War_II	Art	external	57
other-empty	Physics	link	52
Geography	Technology	external	44
United_States	Philosophy	external	55
Music	English_language	other	68
Earth	Main_Page	link	58
Earth	Technology	other	46
Wikipedia	History	link	56
Technology	English_language	link	53
other-empty	Philosophy	link	56
Chemistry	Science	other	46
Science	World_War_II	link	45
Main_Page	Biology	other	54
Art	Sports	link	69
History	Sports	link	44
other-empty	Art	other	53
History	Technology	other	69
Sports	Philosophy	other	40
Music	Music	other	43
Physics	Music	link	49
other-internal	History	other	49
Sports	Science	other	44
History	Religion	external	36
Earth	Technology	other	42
World_War_II	Earth	other	59
Literature	United_States	other	58
Music	Physics	link	52
Science	Mathematics	other	48
United_States	Literature	external	53
United_States	Geography	other	46
Music	Earth	external	66
Geography	Religion	other	36
Art	United_States	external	64
Philosophy	Earth	link	64
Chemistry	World_War_II	other	56
Main_Page	Wikipedia	other	49
Science	Music	other	52
Technology	Sports	other	46
Geography	Philosophy	external	47
other-internal	Chemistry	link	52
other-empty	English_language	link	40
Art	Biology	external	48
other-empty	Art	link	47
Biology	Earth	external	51
Technology	Music	link	40
Literature	Art	external	41
Geography	Wikipedia	external	50
Science	Sports	external	51
Chemistry	Main_Page	link	48
Main_Page	Mathematics	other	43
Religion	Mathematics	other	56
Physics	Art	other	46
Sports	Literature	link	42
Sports	World_War_II	link	68
Literature	Earth	link	48
Philosophy	Sports	external	65
Art	Wikipedia	external	54
Biology	Wikipedia	other	40
United_States	Main_Page	external	50
United_States	United_States	other	50
Earth	Physics	link	60
English_language	Geography	external	60
English_language	Science	external	34
Physics	Art	other	58
Geography	Literature	external	43
Science	History	other	54
Chemistry	World_War_II	link	56
Art	Chemistry	external	57
World_War_II	Biology	link	57
Sports	Mathematics	other	58
Wikipedia	Philosophy	external	46
Music	Religion	link	50
Technology	Technology	other	42
other-empty	Earth	link	48
Technology	Physics	external	45
History	Geography	link	56
Religion	Philosophy	external	48
other-search	Mathematics	other	61
United_States	Biology	link	44
other-empty	Wikipedia	link	40
other-external	Earth	other	43
Literature	Biology	external	45
World_War_II	Technology	link	69
World_War_II	Chemistry	other	64
other-external	Sports	link	64
Wikipedia	Science	link	52
Sports	United_States	other	52
other-internal	World_War_II	other	45
other-external	Chemistry	external	46
Sports	Technology	other	45
Religion	Biology	other	51
Chemistry	Sports	link	44
Art	Art	other	48
Biology	Technology	link	59
Music	History	other	48
Mathematics	Mathematics	other	49
Earth	Wikipedia	link	46
Mathematics	Biology	external	53
Geography	Philosophy	link	60
Earth	World_War_II	external	49
Sports	Technology	other	49
Biology	Main_Page	other	54
World_War_II	Sports	link	44
Biology	Main_Page	link	41
Physics	Earth	external	50
Technology	Music	other	57
other-internal	Earth	link	42
History	English_language	other	63
Religion	Geography	link	46
Science	Mathematics	external	52
Geography	Biology	other	52
Chemistry	Technology	link	56
English_language	Technology	other	40
Literature	Religion	other	44
English_language	Chemistry	other	56
Religion	Main_Page	other	47
Mathematics	Music	link	49
other-empty	Mathematics	link	51
Main_Page	Technology	other	49
English_language	Sports	link	56
other-search	World_War_II	external	49
other-empty	Science	link	52
Biology	Literature	link	54
other-internal	Religion	external	38
Geography	History	link	57
other-external	United_States	link	54
Technology	Religion	other	50
History	Music	link	58
Geography	World_War_II	link	44
Music	Main_Page	link	42
History	Philosophy	other	60
Religion	History	external	53
Main_Page	Chemistry	external	46
Music	Physics	external	64
Main_Page	Physics	other	51
other-external	Religion	link	50
other-empty	Sports	external	39
other-external	Earth	other	47
Religion	Philosophy	other	56
other-external	United_States	other	47
Sports	Mathematics	other	51
English_language	Religion	external	43
United_States	United_States	external	47
Science	Literature	external	75
Mathematics	Sports	external	50
Sports	Physics	link	50
Wikipedia	History	external	59
other-external	English_language	link	55
other-internal	English_language	other	52
other-internal	Mathematics	other	61
Literature	Geography	link	53
Geography	Science	external	45
other-empty	World_War_II	external	53
other-external	Religion	link	53
Science	Physics	external	37
Main_Page	United_States	link	51
other-empty	Religion	link	53
Science	Mathematics	external	63
Religion	Chemistry	link	59
Science	Philosophy	other	57
Sports	Mathematics	other	41
English_language	Technology	external	43
other-external	Wikipedia	other	63
Physics	Earth	other	54
Literature	Literature	link	47
Sports	Main_Page	other	40
Sports	Main_Page	external	49
Philosophy	World_War_II	link	41
Chemistry	Science	link	53
Philosophy	Religion	external	50
Philosophy	Sports	link	54
History	Biology	external	52
Technology	Geography	external	54
other-empty	Philosophy	other	51
other-empty	Art	other	56
other-search	United_States	other	46
Religion	Science	other	51
Wikipedia	Literature	link	59
World_War_II	History	link	66
World_War_II	Sports	link	61
Physics	Chemistry	external	47
History	Religion	external	41
History	Biology	link	41
Science	English_language	external	48
World_War_II	Literature	external	42
Chemistry	Wikipedia	other	51
Biology	United_States	other	44
United_States	Earth	link	64
other-search	Sports	link	45
Art	World_War_II	external	57
English_language	Music	other	67
Physics	Sports	other	45
Wikipedia	Mathematics	other	41
Wikipedia	Science	link	55
Music	Literature	link	47
other-search	Art	link	40
Sports	History	link	52
History	Biology	other	55
Technology	World_War_II	other	49
History	Chemistry	link	48
Technology	Mathematics	external	53
Earth	Biology	link	50
Technology	Religion	other	60
United_States	Physics	link	65
Science	English_language	link	45
Wikipedia	Technology	other	65
Literature	Music	other	52
other-empty	English_language	other	52
Main_Page	Wikipedia	other	58
Literature	Religion	external	37
Philosophy	Geography	other	42
Geography	Earth	link	57
Wikipedia	Geography	external	64
Science	Biology	external	51
Music	Technology	external	35
Chemistry	Physics	link	42
Main_Page	Philosophy	link	45
United_States	Biology	external	44
Chemistry	Earth	link	50
other-search	Chemistry	external	58
Main_Page	History	external	48
Philosophy	English_language	external	75
History	History	other	48
other-internal	Science	other	49
Main_Page	Music	other	48
United_States	Sports	other	56
Music	Philosophy	external	50
Wikipedia	Main_Page	external	54
Technology	Main_Page	external	53
Music	Chemistry	external	49
Chemistry	Literature	external	53
Geography	History	link	52
Mathematics	Art	external	65
other-external	United_States	external	42
Science	Religion	other	42
Main_Page	Literature	link	54
Geography	Geography	link	44
Sports	Earth	external	48
World_War_II	Sports	link	51
other-external	Earth	link	52
United_States	World_War_II	other	53
Science	Geography	link	48
Religion	Music	other	74
Technology	Literature	link	40
Wikipedia	Biology	other	56
other-search	Physics	external	47
Wikipedia	Wikipedia	other	44
Wikipedia	Geography	link	48
Philosophy	Chemistry	link	51
Main_Page	Wikipedia	other	51
Main_Page	Philosophy	link	51
Chemistry	Chemistry	link	52
United_States	Literature	external	57
Geography	Art	link	55
other-search	History	other	45
Science	United_States	other	43
Technology	Music	other	55
Mathematics	Sports	link	50
Technology	United_States	external	54
other-external	Sports	other	53
World_War_II	Wikipedia	external	56
United_States	Physics	other	57
other-empty	Literature	external	43
Literature	Sports	external	46
Mathematics	Music	link	55
other-external	Religion	other	56
other-internal	Music	link	58
Art	Main_Page	external	53
Science	United_States	external	59
Earth	Earth	external	46
other-search	Earth	external	58
other-internal	Technology	link	48
Literature	Earth	other	48
World_War_II	Music	external	46
Wikipedia	Technology	external	48
United_States	English_language	link	48
United_States	Sports	other	52
Geography	Religion	external	49
English_language	Main_Page	link	44
English_language	Technology	external	43
English_language	History	link	41
Philosophy	Music	external	50
Philosophy	English_language	other	44
Chemistry	Physics	external	44
English_language	Literature	link	41
Technology	Technology	other	57
Chemistry	Literature	external	54
Religion	Geography	other	54
Physics	Geography	other	47
Technology	Music	other	53
Philosophy	Religion	external	52
other-search	Science	link	49
Biology	Main_Page	other	47
Music	Art	external	51
Biology	Mathematics	other	49
Main_Page	History	link	57
Chemistry	Earth	link	41
Literature	Main_Page	external	57
Main_Page	Literature	other	53
other-search	Art	link	39
History	Philosophy	other	40
Technology	World_War_II	external	78
Sports	Earth	other	48
Technology	Geography	link	52
Biology	Sports	external	53
Main_Page	Science	other	49
English_language	Wikipedia	other	47
History	Mathematics	link	45
Science	Religion	external	53
Geography	World_War_II	other	54
other-search	Religion	other	54
Wikipedia	World_War_II	other	47
Sports	Technology	other	39
other-internal	Biology	external	53
Science	World_War_II	other	63
other-empty	Earth	link	43
Music	World_War_II	other	48
Philosophy	History	other	50
Biology	Chemistry	other	42
Science	Geography	link	46
English_language	World_War_II	other	49
Literature	Religion	link	50
English_language	Philosophy	link	53
Earth	English_language	external	46
other-internal	Music	link	47
Mathematics	Mathematics	link	68
World_War_II	History	external	53
Science	World_War_II	other	49
World_War_II	Mathematics	other	38
Music	Main_Page	other	41
Religion	Sports	other	58
other-search	Science	link	49
Technology	Mathematics	other	37
Art	World_War_II	other	42
other-internal	Literature	external	61
Music	Mathematics	other	48
other-search	Music	link	55
Art	Music	other	49
other-search	History	external	46
Literature	Music	other	56
Literature	Science	other	57
World_War_II	Sports	link	45
Wikipedia	Literature	link	46
History	Music	other	56
Wikipedia	Main_Page	external	47
United_States	World_War_II	other	49
Chemistry	Wikipedia	other	48
Technology	Art	other	45
Earth	Physics	link	49
Technology	Geography	external	57
Main_Page	Art	external	57
United_States	Art	link	56
Technology	English_language	other	61
Main_Page	Philosophy	link	53
other-search	World_War_II	external	52
Technology	Wikipedia	link	44
Physics	Geography	link	42
World_War_II	Technology	other	53
United_States	Mathematics	link	45
Art	Art	other	44
Physics	Philosophy	other	48
Chemistry	Literature	other	41
other-internal	Main_Page	external	63
Physics	Geography	external	57
Wikipedia	Philosophy	link	54
other-empty	History	link	56
Biology	English_language	other	62
United_States	History	external	61
History	Mathematics	link	52
Technology	Literature	link	48
other-internal	Physics	external	46
History	Geography	link	40
Wikipedia	Wikipedia	link	46
Biology	History	other	45
Sports	Wikipedia	other	53
United_States	History	other	48
Biology	Biology	other	55
other-external	Earth	link	50
Art	World_War_II	external	43
Music	Chemistry	other	48
Earth	Wikipedia	other	42
Literature	Main_Page	external	49
Wikipedia	Music	external	54
Music	Music	external	53
Technology	Religion	other	48
United_States	Philosophy	other	48
Wikipedia	Wikipedia	other	61
Technology	Wikipedia	external	62
other-external	Geography	external	55
other-external	United_States	external	44
Geography	Chemistry	link	44
other-external	Technology	external	53
Art	Technology	external	39
Biology	Religion	external	50
Main_Page	Art	link	42
other-search	Biology	link	68
Religion	United_States	other	36
Chemistry	World_War_II	link	46
Sports	Science	external	51
Wikipedia	Mathematics	external	56
Religion	Biology	external	48
Chemistry	Mathematics	link	57
Geography	United_States	link	43
other-internal	Religion	external	53
Earth	United_States	other	39
Earth	Geography	link	42
History	Science	other	56
Art	Biology	external	51
other-search	Philosophy	link	44
other-search	Biology	other	42
Philosophy	Technology	external	48
Earth	United_States	external	43
Religion	Literature	external	69
other-empty	Literature	other	52
English_language	Science	other	48
World_War_II	Chemistry	other	48
History	Sports	link	40
other-search	World_War_II	other	49
English_language	World_War_II	external	56
Music	Science	link	45
Sports	History	external	46
History	Sports	external	40
Earth	Chemistry	external	47
Literature	Mathematics	link	48
Biology	History	external	41
Science	Sports	external	40
Wikipedia	Technology	other	55
Wikipedia	Geography	link	39
Religion	Religion	link	47
Music	World_War_II	external	63
Main_Page	Physics	other	59
